+------------+--------+-------------+----------+
| tournament | player | prize_money | position |
|       1941 |     52 |        NULL |        8 |
|       1941 |     60 |        NULL |       14 |
|       1941 |     80 |        NULL |       29 |
|       1941 |    102 |        NULL |       10 |
|       1941 |    107 |        NULL |        5 |
|       1941 |    115 |        NULL |       12 |
|       1941 |    119 |        NULL |       32 |
|       1941 |    129 |        NULL |       27 |
|       1941 |    144 |        NULL |       19 |
|       1941 |    155 |        NULL |       13 |
|       1941 |    156 |        NULL |       17 |
|       1941 |    163 |        NULL |       25 |
|       1941 |    169 |        NULL |        7 |
|       1941 |    184 |        NULL |       30 |
|       1941 |    219 |        NULL |       16 |
|       1941 |    221 |        NULL |       18 |
|       1941 |    233 |        NULL |       22 |
|       1941 |    238 |        NULL |       26 |
|       1941 |    245 |        NULL |       20 |
|       1941 |    256 |        NULL |       23 |
|       1941 |    260 |        NULL |       28 |
|       1941 |    454 |        NULL |       31 |
|       1958 |    156 |        NULL |        2 |
|       1958 |    169 |        NULL |        1 |
|       1958 |    278 |        NULL |       13 |
|       1958 |    442 |        NULL |        5 |
|       1958 |    454 |        NULL |        3 |
|       1958 |    495 |        NULL |        6 |
|       1958 |    515 |        NULL |        4 |
|       1958 |    650 |        NULL |        7 |
|       1958 |   1067 |        NULL |       10 |
|       2031 |      4 |        NULL |        1 |
|       2035 |     12 |        NULL |        3 |
|       2035 |     65 |        NULL |        4 |
|       2035 |     70 |        NULL |        2 |
|       2035 |    129 |        NULL |        1 |
|       2051 |     36 |        NULL |        1 |
|       2056 |     58 |        NULL |        2 |
|       2056 |    156 |        NULL |        3 |
|       2056 |    192 |        NULL |        1 |
|       2072 |     12 |        NULL |        6 |
|       2072 |     14 |        NULL |        5 |
|       2072 |     36 |        NULL |        2 |
|       2072 |     38 |        NULL |        3 |
|       2072 |    126 |        NULL |        7 |
|       2072 |    129 |        NULL |        1 |
|       2072 |    136 |        NULL |        8 |
|       2072 |    155 |        NULL |        4 |
|       2157 |     10 |        NULL |        1 |
|       2157 |     36 |        NULL |        3 |
|       2157 |     86 |        NULL |        2 |
|       2157 |    208 |        NULL |        4 |
|       2320 |      4 |        NULL |        2 |
|       2320 |      5 |        NULL |        5 |
|       2320 |      8 |        NULL |        7 |
|       2320 |     14 |        NULL |        1 |
|       2320 |     19 |        NULL |       15 |
|       2320 |     36 |        NULL |        9 |
|       2320 |     38 |        NULL |       13 |
|       2320 |     42 |        NULL |        3 |
|       2320 |     46 |        NULL |       12 |
|       2320 |     57 |        NULL |        6 |
|       2320 |     89 |        NULL |        8 |
|       2320 |    106 |        NULL |       10 |
|       2320 |    128 |        NULL |       16 |
|       2320 |    129 |        NULL |        4 |
|       2320 |    163 |        NULL |       11 |
|       2320 |    208 |        NULL |       14 |
|       2352 |     11 |        NULL |        2 |
|       2352 |     27 |        NULL |        3 |
|       2352 |     58 |        NULL |       13 |
|       2352 |     83 |        NULL |        5 |
|       2352 |    121 |        NULL |       14 |
|       2352 |    126 |        NULL |        1 |
|       2352 |    127 |        NULL |        9 |
|       2352 |    129 |        NULL |       10 |
|       2352 |    131 |        NULL |        6 |
|       2352 |    139 |        NULL |        4 |
|       2352 |    149 |        NULL |       16 |
|       2352 |    151 |        NULL |        7 |
|       2352 |    152 |        NULL |       11 |
|       2352 |    155 |        NULL |        8 |
|       2352 |    172 |        NULL |       15 |
|       2352 |    180 |        NULL |       12 |
|       2493 |      4 |        NULL |        1 |
|       2493 |     14 |        NULL |        2 |
|       2493 |     42 |        NULL |        4 |
|       2493 |     57 |        NULL |        3 |
|       2562 |      1 |        NULL |        9 |
|       2562 |      4 |        NULL |        1 |
|       2562 |     10 |        NULL |        5 |
|       2562 |     14 |        NULL |        3 |
|       2562 |     18 |        NULL |       12 |
|       2562 |     19 |        NULL |        7 |
|       2562 |     30 |        NULL |       11 |
|       2562 |     36 |        NULL |       14 |
|       2562 |     57 |        NULL |       16 |
|       2562 |     71 |        NULL |        8 |
|       2562 |     82 |        NULL |       10 |
|       2562 |     86 |        NULL |        2 |
|       2562 |    106 |        NULL |       15 |
|       2562 |    126 |        NULL |        6 |
|       2562 |    128 |        NULL |        4 |
|       2562 |    144 |        NULL |       13 |
|       2600 |     17 |        NULL |        5 |
|       2600 |     27 |        NULL |        3 |
|       2600 |     36 |        NULL |        2 |
|       2600 |     65 |        NULL |        4 |
|       2600 |     70 |        NULL |        6 |
|       2600 |     81 |        NULL |       13 |
|       2600 |     83 |        NULL |       12 |
|       2600 |    106 |        NULL |       14 |
|       2600 |    124 |        NULL |       16 |
|       2600 |    126 |        NULL |        1 |
|       2600 |    149 |        NULL |       10 |
|       2600 |    151 |        NULL |       11 |
|       2600 |    162 |        NULL |        7 |
|       2600 |    164 |        NULL |       15 |
|       2600 |    200 |        NULL |        8 |
|       2600 |    208 |        NULL |        9 |
|       2808 |      1 |        NULL |        1 |
|       2808 |      6 |        NULL |        3 |
|       2808 |      8 |        NULL |        6 |
|       2808 |     10 |        NULL |        9 |
|       2808 |     11 |        NULL |        5 |
|       2808 |     31 |        NULL |       14 |
|       2808 |     35 |        NULL |       16 |
|       2808 |     38 |        NULL |        4 |
|       2808 |     39 |        NULL |        2 |
|       2808 |     42 |        NULL |        8 |
|       2808 |     86 |        NULL |       15 |
|       2808 |     90 |        NULL |        7 |
|       2808 |     96 |        NULL |       12 |
|       2808 |    106 |        NULL |       10 |
|       2808 |    142 |        NULL |       11 |
|       2808 |    496 |        NULL |       13 |
|       2857 |    107 |        NULL |        1 |
|       2857 |    189 |        NULL |        2 |
|       2904 |     10 |        NULL |        1 |
|       2904 |     41 |        NULL |        2 |
|       2905 |     26 |        NULL |        1 |
|       2905 |     58 |        NULL |        3 |
|       2905 |    103 |        NULL |        2 |
|       2905 |    139 |        NULL |        4 |
|       2909 |     10 |        NULL |        3 |
|       2909 |     19 |        NULL |        1 |
|       2909 |    139 |        NULL |        2 |
|       2909 |    152 |        NULL |        4 |
|       2910 |     10 |        NULL |        3 |
|       2910 |     19 |        NULL |        1 |
|       2910 |    139 |        NULL |        2 |
|       2910 |    187 |        NULL |        4 |
|       2911 |     19 |        NULL |        3 |
|       2911 |     24 |        NULL |        1 |
|       2911 |    139 |        NULL |        2 |
|       2911 |    224 |        NULL |        4 |
|       2912 |      8 |        NULL |        2 |
|       2912 |     24 |        NULL |        3 |
|       2912 |     26 |        NULL |        4 |
|       2912 |    139 |        NULL |        1 |
|       2916 |     10 |        NULL |        1 |
|       2916 |     32 |        NULL |        2 |
|       2916 |     41 |        NULL |        3 |
|       2916 |     43 |        NULL |        4 |
|       2928 |    429 |        NULL |        1 |
|       2936 |    108 |        NULL |        1 |
|       2949 |    108 |        NULL |        1 |
|       2958 |    125 |        NULL |        1 |
|       2982 |    330 |        NULL |        2 |
|       2982 |    429 |        NULL |        1 |
|       2996 |    429 |        NULL |        1 |
|       3002 |    108 |        NULL |        1 |
|       3002 |    174 |        NULL |        2 |
|       3002 |    187 |        NULL |        4 |
|       3002 |    267 |        NULL |        3 |
|       3015 |    429 |        NULL |        1 |
|       3015 |    471 |        NULL |        2 |
|       3033 |    108 |        NULL |        1 |
|       3033 |    267 |        NULL |        4 |
|       3033 |    416 |        NULL |        2 |
|       3033 |    471 |        NULL |        3 |
|       3039 |     15 |        NULL |        1 |
|       3039 |     23 |        NULL |        2 |
|       3039 |     50 |        NULL |        3 |
|       3048 |     10 |        NULL |        1 |
|       3048 |     50 |        NULL |        2 |
|       3055 |     23 |        NULL |        2 |
|       3055 |    168 |        NULL |        1 |
|       3062 |     21 |        NULL |        1 |
|       3062 |     34 |        NULL |        2 |
|       3069 |     15 |        NULL |        1 |
|       3070 |     53 |        NULL |        1 |
|       3082 |      8 |        NULL |        1 |
|       3082 |     61 |        NULL |        3 |
|       3082 |    193 |        NULL |        2 |
|       3084 |    229 |        NULL |        1 |
|       3085 |    193 |        NULL |        1 |
|       3086 |     67 |        NULL |        1 |
|       3087 |     88 |        NULL |        1 |
|       3088 |    135 |        NULL |        1 |
|       3089 |    118 |        NULL |        1 |
|       3090 |     26 |        NULL |        1 |
|       3091 |    118 |        NULL |        1 |
|       3092 |    130 |        NULL |        1 |
|       3093 |    188 |        NULL |        1 |
|       3094 |    250 |        NULL |        1 |
|       3095 |    188 |        NULL |        1 |
|       3096 |     50 |        NULL |        1 |
|       3097 |    188 |        NULL |        1 |
|       3098 |    193 |        NULL |        1 |
|       3099 |     26 |        NULL |        1 |
|       3100 |    130 |        NULL |        1 |
|       3101 |    162 |        NULL |        1 |
|       3102 |    193 |        NULL |        1 |
|       3103 |     26 |        NULL |        1 |
|       3105 |    288 |        NULL |        1 |
|       3106 |    193 |        NULL |        1 |
|       3107 |     26 |        NULL |        1 |
|       3109 |    112 |        NULL |        1 |
|       3110 |    193 |        NULL |        1 |
|       3111 |    130 |        NULL |        1 |
|       3112 |    127 |        NULL |        1 |
|       3114 |    184 |        NULL |        1 |
|       3115 |     74 |        NULL |        1 |
|       3116 |     74 |        NULL |        1 |
|       3117 |    127 |        NULL |        1 |
|       3118 |     90 |        NULL |        1 |
|       3119 |    398 |        NULL |        1 |
|       3120 |    201 |        NULL |        1 |
|       3121 |    167 |        NULL |        1 |
|       3123 |    205 |        NULL |        1 |
|       3124 |    157 |        NULL |        1 |
|       3125 |    649 |        NULL |        1 |
|       3126 |    101 |        NULL |        1 |
|       3127 |    132 |        NULL |        1 |
|       3129 |     61 |        NULL |        1 |
|       3130 |     61 |        NULL |        1 |
|       3131 |     47 |        NULL |        1 |
|       3132 |     61 |        NULL |        1 |
|       3133 |     26 |        NULL |        1 |
|       3133 |     74 |        NULL |        3 |
|       3134 |     26 |        NULL |        3 |
|       3134 |     50 |        NULL |        2 |
|       3134 |    193 |        NULL |        1 |
|       3135 |     26 |        NULL |        3 |
|       3135 |    130 |        NULL |        2 |
|       3135 |    162 |        NULL |        1 |
|       3136 |     26 |        NULL |        1 |
|       3136 |     95 |        NULL |        3 |
|       3136 |    118 |        NULL |        2 |
|       3137 |     72 |        NULL |        1 |
|       3137 |    118 |        NULL |        2 |
|       3137 |    193 |        NULL |        3 |
|       3139 |     53 |        NULL |        1 |
|       3139 |     90 |        NULL |        3 |
|       3139 |    159 |        NULL |        2 |
|       3140 |     15 |        NULL |        3 |
|       3140 |     53 |        NULL |        1 |
|       3140 |    102 |        NULL |        2 |
|       3141 |     53 |        NULL |        1 |
|       3141 |    159 |        NULL |        2 |
|       3141 |    173 |        NULL |        3 |
|       3142 |     72 |        NULL |        1 |
|       3142 |     97 |        NULL |        3 |
|       3142 |    202 |        NULL |        2 |
|       3143 |     15 |        NULL |        3 |
|       3143 |     53 |        NULL |        2 |
|       3143 |     60 |        NULL |        1 |
|       3144 |     15 |        NULL |        1 |
|       3144 |     53 |        NULL |        3 |
|       3144 |     60 |        NULL |        2 |
|       3145 |     15 |        NULL |        1 |
|       3145 |     72 |        NULL |        3 |
|       3145 |     90 |        NULL |        2 |
|       3146 |     15 |        NULL |        2 |
|       3146 |     26 |        NULL |        1 |
|       3146 |     53 |        NULL |        3 |
|       3147 |     15 |        NULL |        3 |
|       3147 |     53 |        NULL |        1 |
|       3147 |     90 |        NULL |        2 |
|       3148 |     15 |        NULL |        1 |
|       3148 |     90 |        NULL |        2 |
|       3148 |    240 |        NULL |        3 |
|       3149 |     53 |        NULL |        3 |
|       3149 |     97 |        NULL |        2 |
|       3149 |    153 |        NULL |        1 |
|       3150 |    169 |        NULL |        1 |
|       3151 |    277 |        NULL |        1 |
|       3152 |     67 |        NULL |        1 |
|       3153 |     87 |        NULL |        1 |
|       3154 |    173 |        NULL |        1 |
|       3155 |     62 |        NULL |        1 |
|       3156 |     61 |        NULL |        1 |
|       3157 |    173 |        NULL |        1 |
|       3158 |     90 |        NULL |        1 |
|       3159 |     61 |        NULL |        1 |
|       3160 |    173 |        NULL |        1 |
|       3161 |     47 |        NULL |        1 |
|       3162 |     90 |        NULL |        1 |
|       3163 |     71 |        NULL |        1 |
|       3164 |     47 |        NULL |        1 |
|       3165 |    255 |        NULL |        1 |
|       3166 |    207 |        NULL |        1 |
|       3167 |     15 |        NULL |        1 |
|       3168 |     90 |        NULL |        1 |
|       3169 |     15 |        NULL |        1 |
|       3170 |     15 |        NULL |        1 |
|       3171 |     15 |        NULL |        1 |
|       3172 |     96 |        NULL |        1 |
|       3173 |     19 |        NULL |        1 |
|       3174 |     47 |        NULL |        1 |
|       3175 |     15 |        NULL |        1 |
|       3176 |     15 |        NULL |        1 |
|       3177 |     90 |        NULL |        1 |
|       3178 |     15 |        NULL |        1 |
|       3179 |     15 |        NULL |        1 |
|       3180 |     18 |        NULL |        1 |
|       3181 |    120 |        NULL |        1 |
|       3182 |    167 |        NULL |        1 |
|       3183 |    173 |        NULL |        1 |
|       3184 |    106 |        NULL |        1 |
|       3185 |     71 |        NULL |        1 |
|       3186 |     71 |        NULL |        1 |
|       3187 |    229 |        NULL |        1 |
|       3188 |    167 |        NULL |        1 |
|       3189 |     90 |        NULL |        1 |
|       3190 |    229 |        NULL |        1 |
|       3191 |    185 |        NULL |        1 |
|       3192 |    173 |        NULL |        1 |
|       3193 |     15 |        NULL |        1 |
|       3194 |     15 |        NULL |        1 |
|       3195 |    207 |        NULL |        1 |
|       3196 |    433 |        NULL |        1 |
|       3197 |    585 |        NULL |        1 |
|       3198 |     66 |        NULL |        1 |
|       3199 |     29 |        NULL |        1 |
|       3200 |    215 |        NULL |        1 |
|       3201 |     72 |        NULL |        1 |
|       3203 |    283 |        NULL |        1 |
|       3204 |     78 |        NULL |        1 |
|       3205 |     95 |        NULL |        1 |
|       3206 |     95 |        NULL |        1 |
|       3207 |     88 |        NULL |        1 |
|       3208 |     53 |        NULL |        1 |
|       3209 |     72 |        NULL |        1 |
|       3210 |     72 |        NULL |        1 |
|       3211 |     53 |        NULL |        1 |
|       3212 |     26 |        NULL |        1 |
|       3213 |     97 |        NULL |        1 |
|       3214 |     97 |        NULL |        1 |
|       3215 |     52 |        NULL |        1 |
|       3216 |     61 |        NULL |        1 |
|       3217 |    153 |        NULL |        1 |
|       3218 |     72 |        NULL |        1 |
|       3219 |     53 |        NULL |        1 |
|       3220 |     26 |        NULL |        1 |
|       3221 |     72 |        NULL |        1 |
|       3222 |    103 |        NULL |        1 |
|       3223 |     90 |        NULL |        1 |
|       3224 |     90 |        NULL |        1 |
|       3225 |     72 |        NULL |        1 |
|       3226 |    103 |        NULL |        1 |
|       3227 |     41 |        NULL |        1 |
|       3228 |     60 |        NULL |        1 |
|       3229 |     26 |        NULL |        1 |
|       3230 |     52 |        NULL |        1 |
|       3231 |    130 |        NULL |        1 |
|       3232 |    135 |        NULL |        1 |
|       3233 |     97 |        NULL |        1 |
|       3234 |     26 |        NULL |        1 |
|       3235 |     90 |        NULL |        1 |
|       3236 |     88 |        NULL |        1 |
|       3237 |    153 |        NULL |        1 |
|       3238 |     53 |        NULL |        1 |
|       3239 |    102 |        NULL |        1 |
|       3240 |    102 |        NULL |        1 |
|       3241 |     95 |        NULL |        1 |
|       3242 |    415 |        NULL |        1 |
|       3243 |    363 |        NULL |        1 |
|       3244 |     26 |        NULL |        1 |
|       3245 |     72 |        NULL |        1 |
|       3246 |    130 |        NULL |        1 |
|       3247 |    135 |        NULL |        1 |
|       3248 |     97 |        NULL |        1 |
|       3249 |     53 |        NULL |        1 |
|       3250 |     97 |        NULL |        1 |
|       3261 |    188 |        NULL |        1 |
|       3262 |     26 |        NULL |        1 |
|       3263 |    152 |        NULL |        1 |
|       3264 |    162 |        NULL |        1 |
|       3265 |     26 |        NULL |        1 |
|       3266 |    182 |        NULL |        1 |
|       3267 |     78 |        NULL |        1 |
|       3268 |    199 |        NULL |        1 |
|       3269 |     26 |        NULL |        1 |
|       3270 |     60 |        NULL |        1 |
|       3271 |     26 |        NULL |        1 |
|       3272 |     15 |        NULL |        1 |
|       3273 |     26 |        NULL |        1 |
|       3274 |     15 |        NULL |        1 |
|       3279 |     10 |        NULL |        1 |
|       3281 |    193 |        NULL |        1 |
|       3283 |    179 |        NULL |        1 |
|       3287 |    162 |        NULL |        1 |
|       3290 |     58 |        NULL |        1 |
|       3292 |     58 |        NULL |        1 |
|       3294 |    356 |        NULL |        1 |
|       3296 |     52 |        NULL |        1 |
|       3298 |    118 |        NULL |        1 |
|       3300 |    135 |        NULL |        1 |
|       3302 |     41 |        NULL |        1 |
|       3304 |    118 |        NULL |        1 |
|       3306 |     26 |        NULL |        1 |
|       3310 |    118 |        NULL |        1 |
|       3312 |    226 |        NULL |        1 |
|       3315 |    210 |        NULL |        1 |
|       3317 |     58 |        NULL |        1 |
|       3320 |    226 |        NULL |        1 |
|       3322 |    224 |        NULL |        1 |
|       3324 |    118 |        NULL |        1 |
|       3326 |    275 |        NULL |        1 |
|       3328 |    102 |        NULL |        1 |
|       3330 |     60 |        NULL |        1 |
|       3332 |     26 |        NULL |        1 |
|       3333 |     26 |        NULL |        1 |
|       3334 |     97 |        NULL |        1 |
|       3335 |     60 |        NULL |        1 |
|       3336 |     97 |        NULL |        1 |
|       3337 |     26 |        NULL |        1 |
|       3340 |     15 |        NULL |        1 |
|       3341 |    152 |        NULL |        1 |
|       3345 |     72 |        NULL |        1 |
|       3347 |    214 |        NULL |        1 |
|       3369 |     41 |        NULL |        1 |
|       3369 |     53 |        NULL |        2 |
|       3369 |     60 |        NULL |        3 |
|       3370 |      1 |        NULL |        1 |
|       3370 |     12 |        NULL |        4 |
|       3370 |     23 |        NULL |        2 |
|       3370 |     26 |        NULL |        6 |
|       3370 |     41 |        NULL |        8 |
|       3370 |     52 |        NULL |        3 |
|       3370 |     60 |        NULL |        5 |
|       3370 |    108 |        NULL |        7 |
|       3371 |      1 |        NULL |        6 |
|       3371 |     41 |        NULL |        8 |
|       3371 |     44 |        NULL |        4 |
|       3371 |     50 |        NULL |        7 |
|       3371 |     52 |        NULL |        2 |
|       3371 |     82 |        NULL |        1 |
|       3371 |     95 |        NULL |        5 |
|       3371 |    102 |        NULL |        3 |
|       3409 |     10 |        NULL |        2 |
|       3409 |     41 |        NULL |        3 |
|       3409 |     50 |        NULL |        1 |
|       3426 |    127 |        NULL |        1 |
|       3480 |      1 |        NULL |        2 |
|       3480 |      3 |        NULL |        1 |
|       3480 |      6 |        NULL |        8 |
|       3480 |      7 |        NULL |        5 |
|       3480 |      8 |        NULL |       16 |
|       3480 |     12 |        NULL |        3 |
|       3480 |     19 |        NULL |       11 |
|       3480 |     42 |        NULL |        6 |
|       3480 |     45 |        NULL |       10 |
|       3480 |     55 |        NULL |        4 |
|       3480 |     82 |        NULL |        9 |
|       3480 |     87 |        NULL |       13 |
|       3480 |     89 |        NULL |       12 |
|       3480 |     96 |        NULL |       15 |
|       3480 |    125 |        NULL |       14 |
|       3480 |    127 |        NULL |        7 |
|       3540 |    149 |        NULL |        2 |
|       3540 |    155 |        NULL |        1 |
|       3540 |    184 |        NULL |        3 |
|       3540 |    323 |        NULL |        4 |
|       3541 |     89 |        NULL |        1 |
|       3541 |    128 |        NULL |        3 |
|       3541 |    164 |        NULL |        2 |
|       3541 |    208 |        NULL |        4 |
|       3542 |     12 |        NULL |        3 |
|       3542 |     13 |        NULL |        1 |
|       3542 |     25 |        NULL |        4 |
|       3542 |     28 |        NULL |        2 |
|       3577 |     22 |        NULL |        2 |
|       3577 |     89 |        NULL |        1 |
|       3581 |    119 |        NULL |        1 |
|       3581 |    246 |        NULL |        6 |
|       3581 |    260 |        NULL |        2 |
|       3581 |    281 |        NULL |        5 |
|       3581 |    514 |        NULL |        3 |
|       3581 |    717 |        NULL |        7 |
|       3593 |     23 |        NULL |        1 |
|       3593 |    107 |        NULL |       10 |
|       3593 |    129 |        NULL |        9 |
|       3593 |    155 |        NULL |        3 |
|       3593 |    167 |        NULL |       25 |
|       3593 |    168 |        NULL |       13 |
|       3593 |    180 |        NULL |       30 |
|       3593 |    184 |        NULL |        4 |
|       3593 |    209 |        NULL |        8 |
|       3593 |    219 |        NULL |        7 |
|       3593 |    221 |        NULL |        2 |
|       3593 |    245 |        NULL |        6 |
|       3593 |    256 |        NULL |        5 |
|       3593 |    266 |        NULL |       12 |
|       3593 |    282 |        NULL |       28 |
|       3593 |    311 |        NULL |       15 |
|       3593 |    329 |        NULL |       17 |
|       3593 |    366 |        NULL |       21 |
|       3593 |    384 |        NULL |       11 |
|       3593 |    389 |        NULL |       20 |
|       3593 |    417 |        NULL |       22 |
|       3593 |    497 |        NULL |       24 |
|       3593 |    532 |        NULL |       26 |
|       3593 |    593 |        NULL |       19 |
|       3593 |    596 |        NULL |       18 |
|       3593 |    653 |        NULL |       14 |
|       3593 |    910 |        NULL |       23 |
|       3614 |     10 |        NULL |        1 |
|       3614 |     26 |        NULL |        7 |
|       3614 |     50 |        NULL |        3 |
|       3614 |     52 |        NULL |        2 |
|       3614 |     58 |        NULL |       15 |
|       3614 |     60 |        NULL |       14 |
|       3614 |     72 |        NULL |       12 |
|       3614 |     75 |        NULL |        9 |
|       3614 |     83 |        NULL |       19 |
|       3614 |     88 |        NULL |       17 |
|       3614 |     95 |        NULL |        8 |
|       3614 |    102 |        NULL |        4 |
|       3614 |    115 |        NULL |        5 |
|       3614 |    121 |        NULL |       16 |
|       3614 |    139 |        NULL |       23 |
|       3614 |    140 |        NULL |       25 |
|       3614 |    144 |        NULL |        6 |
|       3614 |    148 |        NULL |       26 |
|       3614 |    159 |        NULL |       21 |
|       3614 |    162 |        NULL |       22 |
|       3614 |    163 |        NULL |       10 |
|       3614 |    164 |        NULL |       20 |
|       3614 |    165 |        NULL |       18 |
|       3614 |    192 |        NULL |       28 |
|       3614 |    208 |        NULL |       11 |
|       3614 |    222 |        NULL |       29 |
|       3614 |    231 |        NULL |       27 |
|       3614 |    267 |        NULL |       24 |
|       3614 |    268 |        NULL |       13 |
|       3614 |    298 |        NULL |       31 |
|       3614 |    356 |        NULL |       30 |
|       3614 |    401 |        NULL |       32 |
|       3633 |      2 |        NULL |        7 |
|       3633 |      5 |        NULL |        2 |
|       3633 |      7 |        NULL |        1 |
|       3633 |     11 |        NULL |        3 |
|       3633 |     16 |        NULL |        5 |
|       3633 |     17 |        NULL |        9 |
|       3633 |     21 |        NULL |        8 |
|       3633 |     27 |        NULL |       10 |
|       3633 |     80 |        NULL |        6 |
|       3633 |     85 |        NULL |       17 |
|       3633 |    145 |        NULL |       18 |
|       3633 |    161 |        NULL |       12 |
|       3633 |    233 |        NULL |        4 |
|       3633 |    238 |        NULL |       13 |
|       3633 |    249 |        NULL |       15 |
|       3633 |    257 |        NULL |       24 |
|       3633 |    276 |        NULL |       19 |
|       3633 |    285 |        NULL |       14 |
|       3633 |    315 |        NULL |       20 |
|       3633 |    470 |        NULL |       21 |
|       3633 |    509 |        NULL |       28 |
|       3633 |    652 |        NULL |       29 |
|       3633 |    932 |        NULL |       22 |
|       3633 |   1105 |        NULL |       32 |
|       3633 |   1148 |        NULL |       26 |
|       3651 |    145 |        NULL |        5 |
|       3651 |    160 |        NULL |       13 |
|       3651 |    161 |        NULL |        2 |
|       3651 |    217 |        NULL |       14 |
|       3651 |    238 |        NULL |        1 |
|       3651 |    242 |        NULL |       12 |
|       3651 |    249 |        NULL |        4 |
|       3651 |    257 |        NULL |       10 |
|       3651 |    276 |        NULL |        6 |
|       3651 |    285 |        NULL |        8 |
|       3651 |    291 |        NULL |       11 |
|       3651 |    315 |        NULL |        7 |
|       3651 |    760 |        NULL |       26 |
|       3651 |    761 |        NULL |       16 |
|       3651 |    829 |        NULL |       15 |
|       3651 |    870 |        NULL |       27 |
|       3651 |    881 |        NULL |       19 |
|       3651 |    919 |        NULL |       17 |
|       3651 |    997 |        NULL |       23 |
|       3651 |   1187 |        NULL |       21 |
|       3651 |   1267 |        NULL |       18 |
|       3651 |   1280 |        NULL |       29 |
|       3651 |   1308 |        NULL |       25 |
|       3651 |   1357 |        NULL |       28 |
|       3651 |   1522 |        NULL |       30 |
|       3707 |     14 |        NULL |        1 |
|       3707 |     27 |        NULL |        3 |
|       3707 |     70 |        NULL |        2 |
|       3713 |     10 |        NULL |        1 |
|       3713 |     35 |        NULL |        4 |
|       3713 |    112 |        NULL |        2 |
|       3713 |    121 |        NULL |        8 |
|       3713 |    128 |        NULL |        3 |
|       3713 |    162 |        NULL |        7 |
|       3713 |    183 |        NULL |        6 |
|       3713 |    189 |        NULL |        5 |
|       3831 |     20 |        NULL |        3 |
|       3831 |     36 |        NULL |        2 |
|       3831 |     73 |        NULL |        1 |
|       3831 |    126 |        NULL |        4 |
|       3838 |    509 |        NULL |        2 |
|       3838 |    662 |        NULL |        3 |
|       3838 |   1148 |        NULL |        1 |
|       3846 |    470 |        NULL |        1 |
|       3846 |    633 |        NULL |        2 |
|       3846 |    762 |        NULL |        6 |
|       3846 |    764 |        NULL |        3 |
|       3846 |    904 |        NULL |        8 |
|       3846 |   1026 |        NULL |        4 |
|       3846 |   1210 |        NULL |        5 |
|       3861 |    281 |        NULL |        1 |
|       3861 |    637 |        NULL |        3 |
|       3861 |    747 |        NULL |        6 |
|       3861 |    844 |        NULL |        4 |
|       3872 |    119 |        NULL |        2 |
|       3872 |    246 |        NULL |        1 |
|       3872 |    260 |        NULL |        3 |
|       3872 |    514 |        NULL |        5 |
|       3872 |    663 |        NULL |        7 |
|       3872 |    717 |        NULL |        6 |
|       3872 |   3140 |        NULL |        8 |
|       3886 |     23 |        NULL |        1 |
|       3886 |    129 |        NULL |       10 |
|       3886 |    167 |        NULL |        6 |
|       3886 |    180 |        NULL |        4 |
|       3886 |    209 |        NULL |        2 |
|       3886 |    235 |        NULL |       17 |
|       3886 |    266 |        NULL |        3 |
|       3886 |    282 |        NULL |        5 |
|       3886 |    313 |        NULL |        8 |
|       3886 |    417 |        NULL |        7 |
|       3886 |    476 |        NULL |       13 |
|       3886 |    529 |        NULL |       19 |
|       3886 |    583 |        NULL |       14 |
|       3886 |    653 |        NULL |        9 |
|       3886 |    975 |        NULL |       30 |
|       3886 |   1160 |        NULL |       25 |
|       3886 |   1655 |        NULL |       26 |
|       3886 |   2288 |        NULL |       15 |
|       3886 |   2290 |        NULL |       18 |
|       3912 |    169 |        NULL |        1 |
|       3924 |    231 |        NULL |        1 |
|       3924 |    330 |        NULL |        2 |
|       3924 |    906 |        NULL |        3 |
|       3935 |    227 |        NULL |        3 |
|       3935 |    268 |        NULL |        2 |
|       3935 |    298 |        NULL |        1 |
|       3935 |    730 |        NULL |        4 |
|       3946 |    144 |        NULL |        1 |
|       3946 |    208 |        NULL |        2 |
|       3946 |    575 |        NULL |        3 |
|       3993 |     26 |        NULL |        1 |
|       3993 |     58 |        NULL |        2 |
|       3993 |    199 |        NULL |        3 |
|       3993 |    210 |        NULL |        4 |
|       3993 |    288 |        NULL |        7 |
|       3993 |    368 |        NULL |        6 |
|       4004 |     60 |        NULL |        1 |
|       4004 |     88 |        NULL |        3 |
|       4004 |     95 |        NULL |        2 |
|       4004 |     97 |        NULL |       11 |
|       4004 |    226 |        NULL |        4 |
|       4004 |    237 |        NULL |        7 |
|       4004 |    240 |        NULL |       10 |
|       4004 |    241 |        NULL |       12 |
|       4004 |    252 |        NULL |        8 |
|       4004 |    348 |        NULL |        5 |
|       4004 |    419 |        NULL |       16 |
|       4004 |    420 |        NULL |        6 |
|       4004 |    448 |        NULL |        9 |
|       4004 |    757 |        NULL |       13 |
|       4004 |    955 |        NULL |       15 |
|       4018 |     75 |        NULL |        2 |
|       4018 |     89 |        NULL |        4 |
|       4018 |    128 |        NULL |        5 |
|       4018 |    139 |        NULL |        1 |
|       4018 |    151 |        NULL |        6 |
|       4018 |    159 |        NULL |        3 |
|       4018 |    179 |        NULL |       12 |
|       4018 |    183 |        NULL |        8 |
|       4018 |    191 |        NULL |       11 |
