+------------+--------+-------------+----------+
| tournament | player | prize_money | position |
|      11928 |    172 |        NULL |        5 |
|      11928 |    179 |        NULL |       10 |
|      11928 |    193 |        NULL |       11 |
|      11928 |    199 |        NULL |       32 |
|      11928 |    200 |        NULL |       12 |
|      11928 |    208 |        NULL |        8 |
|      11928 |    221 |        NULL |       15 |
|      11928 |    227 |        NULL |       17 |
|      11928 |    243 |        NULL |       21 |
|      11928 |    244 |        NULL |       19 |
|      11928 |    245 |        NULL |       22 |
|      11928 |    250 |        NULL |       13 |
|      11928 |    282 |        NULL |        9 |
|      11928 |    296 |        NULL |        7 |
|      11928 |    303 |        NULL |       27 |
|      11928 |    311 |        NULL |       26 |
|      11928 |    323 |        NULL |       30 |
|      11928 |    347 |        NULL |       31 |
|      11928 |    417 |        NULL |       25 |
|      11928 |    605 |        NULL |       24 |
|      11930 |      4 |        NULL |        8 |
|      11930 |     11 |        NULL |        1 |
|      11930 |     26 |        NULL |        6 |
|      11930 |    126 |        NULL |        2 |
|      11930 |    140 |        NULL |        4 |
|      11930 |    159 |        NULL |        5 |
|      11930 |    192 |        NULL |        7 |
|      11930 |    208 |        NULL |        3 |
|      11931 |     83 |        NULL |        2 |
|      11931 |    123 |        NULL |       11 |
|      11931 |    148 |        NULL |        4 |
|      11931 |    162 |        NULL |        3 |
|      11931 |    163 |        NULL |        1 |
|      11931 |    193 |        NULL |       12 |
|      11931 |    196 |        NULL |       13 |
|      11931 |    258 |        NULL |        5 |
|      11931 |    270 |        NULL |        9 |
|      11931 |    275 |        NULL |        6 |
|      11931 |    290 |        NULL |       14 |
|      11931 |    292 |        NULL |       10 |
|      11931 |    308 |        NULL |        8 |
|      11931 |    320 |        NULL |       16 |
|      11931 |    363 |        NULL |       15 |
|      11931 |    382 |        NULL |        7 |
|      11932 |      6 |        NULL |        1 |
|      11932 |     11 |        NULL |        7 |
|      11932 |     34 |        NULL |        3 |
|      11932 |     36 |        NULL |        2 |
|      11932 |     38 |        NULL |        8 |
|      11932 |     58 |        NULL |        5 |
|      11932 |     70 |        NULL |        4 |
|      11932 |     75 |        NULL |        6 |
|      11933 |     43 |        NULL |        1 |
|      11933 |    152 |        NULL |        4 |
|      11933 |    164 |        NULL |        3 |
|      11933 |    242 |        NULL |        2 |
|      11934 |      5 |        NULL |        6 |
|      11934 |      8 |        NULL |        8 |
|      11934 |     10 |        NULL |       10 |
|      11934 |     13 |        NULL |        3 |
|      11934 |     20 |        NULL |        4 |
|      11934 |     26 |        NULL |        9 |
|      11934 |     36 |        NULL |       14 |
|      11934 |     39 |        NULL |        2 |
|      11934 |     41 |        NULL |       18 |
|      11934 |     50 |        NULL |       21 |
|      11934 |     52 |        NULL |       19 |
|      11934 |     54 |        NULL |        1 |
|      11934 |     58 |        NULL |        5 |
|      11934 |     64 |        NULL |       11 |
|      11934 |     83 |        NULL |       13 |
|      11934 |     87 |        NULL |       16 |
|      11934 |     88 |        NULL |       17 |
|      11934 |    109 |        NULL |       12 |
|      11934 |    111 |        NULL |       23 |
|      11934 |    123 |        NULL |       24 |
|      11934 |    144 |        NULL |       20 |
|      11934 |    158 |        NULL |       22 |
|      11934 |    163 |        NULL |       15 |
|      11934 |    208 |        NULL |        7 |
|      11942 |     19 |        NULL |        1 |
|      11942 |    144 |        NULL |        3 |
|      11942 |    151 |        NULL |        2 |
|      11958 |      1 |        NULL |       17 |
|      11958 |      2 |        NULL |        1 |
|      11958 |      4 |        NULL |       29 |
|      11958 |      5 |        NULL |        3 |
|      11958 |      7 |        NULL |        5 |
|      11958 |     11 |        NULL |        7 |
|      11958 |     13 |        NULL |       27 |
|      11958 |     16 |        NULL |       10 |
|      11958 |     17 |        NULL |        2 |
|      11958 |     19 |        NULL |       11 |
|      11958 |     21 |        NULL |        6 |
|      11958 |     25 |        NULL |       28 |
|      11958 |     33 |        NULL |       12 |
|      11958 |     36 |        NULL |       32 |
|      11958 |     43 |        NULL |       18 |
|      11958 |     44 |        NULL |       21 |
|      11958 |     45 |        NULL |       20 |
|      11958 |     56 |        NULL |       24 |
|      11958 |     59 |        NULL |       31 |
|      11958 |     73 |        NULL |       16 |
|      11958 |     74 |        NULL |       26 |
|      11958 |     80 |        NULL |        4 |
|      11958 |     85 |        NULL |        9 |
|      11958 |     98 |        NULL |       30 |
|      11958 |    106 |        NULL |       14 |
|      11958 |    112 |        NULL |       22 |
|      11958 |    154 |        NULL |       15 |
|      11958 |    207 |        NULL |       23 |
|      11958 |    233 |        NULL |        8 |
|      11958 |    277 |        NULL |       25 |
|      11958 |    381 |        NULL |       13 |
|      11960 |    118 |        NULL |        2 |
|      11960 |    193 |        NULL |        3 |
|      11960 |    202 |        NULL |        1 |
|      11965 |    148 |        NULL |        2 |
|      11965 |    163 |        NULL |        8 |
|      11965 |    165 |        NULL |        3 |
|      11965 |    189 |        NULL |        1 |
|      11965 |    210 |        NULL |        5 |
|      11965 |    273 |        NULL |        7 |
|      11965 |    414 |        NULL |        4 |
|      11988 |     15 |        NULL |        1 |
|      11988 |     90 |        NULL |        2 |
|      11988 |    127 |        NULL |        3 |
|      11989 |     66 |        NULL |        1 |
|      11989 |     78 |        NULL |        6 |
|      11989 |     83 |        NULL |        3 |
|      11989 |    111 |        NULL |        2 |
|      11989 |    146 |        NULL |        7 |
|      11989 |    152 |        NULL |        8 |
|      11989 |    227 |        NULL |        4 |
|      11989 |    230 |        NULL |        5 |
|      11993 |    102 |        NULL |        1 |
|      11994 |     10 |        NULL |        1 |
|      11995 |    153 |        NULL |        1 |
|      11997 |    332 |        NULL |        1 |
|      11998 |    118 |        NULL |        1 |
|      11999 |    199 |        NULL |        1 |
|      12000 |    188 |        NULL |        1 |
|      12002 |     26 |        NULL |        1 |
|      12003 |     72 |        NULL |        1 |
|      12004 |    193 |        NULL |        1 |
|      12005 |    179 |        NULL |        1 |
|      12006 |    211 |        NULL |        1 |
|      12007 |    427 |        NULL |        1 |
|      12008 |     19 |        NULL |        1 |
|      12036 |    208 |        NULL |        1 |
|      12037 |    341 |        NULL |        1 |
|      12038 |    127 |        NULL |        1 |
|      12048 |    215 |        NULL |        1 |
|      12052 |    260 |        NULL |        2 |
|      12052 |    365 |        NULL |        1 |
|      12052 |   1148 |        NULL |        3 |
|      12057 |     72 |        NULL |        1 |
|      12061 |     95 |        NULL |        1 |
|      12065 |     72 |        NULL |        4 |
|      12065 |    165 |        NULL |        2 |
|      12065 |   1686 |        NULL |        3 |
|      12087 |     78 |        NULL |        4 |
|      12087 |     83 |        NULL |        1 |
|      12087 |    163 |        NULL |        3 |
|      12087 |    258 |        NULL |        2 |
|      12092 |     13 |        NULL |        2 |
|      12092 |     28 |        NULL |        1 |
|      12092 |    162 |        NULL |        3 |
|      12092 |    207 |        NULL |        4 |
|      12112 |      1 |        NULL |       16 |
|      12112 |      3 |        NULL |        1 |
|      12112 |      5 |        NULL |        7 |
|      12112 |      6 |        NULL |       12 |
|      12112 |      7 |        NULL |        8 |
|      12112 |     12 |        NULL |        6 |
|      12112 |     13 |        NULL |       11 |
|      12112 |     19 |        NULL |        9 |
|      12112 |     27 |        NULL |       14 |
|      12112 |     29 |        NULL |       15 |
|      12112 |     36 |        NULL |        4 |
|      12112 |     48 |        NULL |        3 |
|      12112 |     55 |        NULL |        2 |
|      12112 |    137 |        NULL |        5 |
|      12112 |    169 |        NULL |       10 |
|      12112 |    208 |        NULL |       13 |
|      12114 |     18 |        NULL |        1 |
|      12114 |     19 |        NULL |        3 |
|      12114 |     50 |        NULL |        4 |
|      12114 |    187 |        NULL |        2 |
|      12115 |     19 |        NULL |        1 |
|      12115 |     32 |        NULL |        2 |
|      12115 |     33 |        NULL |        3 |
|      12115 |     50 |        NULL |        4 |
|      12116 |      8 |        NULL |        1 |
|      12116 |     33 |        NULL |        2 |
|      12116 |    139 |        NULL |        3 |
|      12117 |     19 |        NULL |        1 |
|      12117 |     58 |        NULL |        3 |
|      12117 |    139 |        NULL |        2 |
|      12117 |    187 |        NULL |        4 |
|      12118 |     10 |        NULL |        1 |
|      12118 |    139 |        NULL |        2 |
|      12118 |    144 |        NULL |        3 |
|      12118 |    152 |        NULL |        4 |
|      12119 |     10 |        NULL |        1 |
|      12119 |     26 |        NULL |        2 |
|      12119 |    108 |        NULL |        3 |
|      12119 |    140 |        NULL |        4 |
|      12133 |    128 |        NULL |        1 |
|      12133 |    161 |        NULL |        2 |
|      12143 |    230 |        NULL |        1 |
|      12149 |    111 |        NULL |        1 |
|      12167 |    153 |        NULL |        1 |
|      12179 |     36 |        NULL |        5 |
|      12179 |     70 |        NULL |        2 |
|      12179 |     93 |        NULL |        3 |
|      12179 |    242 |        NULL |        1 |
|      12179 |    315 |        NULL |        4 |
|      12179 |    353 |        NULL |        6 |
|      12185 |     78 |        NULL |        5 |
|      12185 |    158 |        NULL |        3 |
|      12185 |    163 |        NULL |        1 |
|      12185 |    193 |        NULL |        8 |
|      12185 |    270 |        NULL |        2 |
|      12185 |    292 |        NULL |        7 |
|      12185 |    363 |        NULL |        6 |
|      12186 |     83 |        NULL |        3 |
|      12186 |    158 |        NULL |        1 |
|      12186 |    163 |        NULL |        8 |
|      12186 |    193 |        NULL |        5 |
|      12186 |    196 |        NULL |        2 |
|      12186 |    270 |        NULL |        6 |
|      12186 |    292 |        NULL |        4 |
|      12226 |     26 |        NULL |        2 |
|      12226 |    174 |        NULL |        1 |
|      12226 |    286 |        NULL |        3 |
|      12249 |    111 |        NULL |        1 |
|      12249 |    237 |        NULL |        2 |
|      12254 |    121 |        NULL |        3 |
|      12254 |    163 |        NULL |        1 |
|      12254 |    193 |        NULL |        4 |
|      12254 |    227 |        NULL |        2 |
|      12333 |    472 |        NULL |        2 |
|      12344 |     50 |        NULL |        1 |
|      12344 |     52 |        NULL |        2 |
|      12344 |    312 |        NULL |        7 |
|      12344 |    508 |        NULL |        3 |
|      12344 |    527 |        NULL |        5 |
|      12346 |     64 |        NULL |        2 |
|      12346 |     83 |        NULL |        5 |
|      12346 |    111 |        NULL |        1 |
|      12346 |    115 |        NULL |        4 |
|      12346 |    123 |        NULL |        6 |
|      12346 |    140 |        NULL |       11 |
|      12346 |    142 |        NULL |       12 |
|      12346 |    165 |        NULL |        7 |
|      12346 |    208 |        NULL |        8 |
|      12346 |    210 |        NULL |        9 |
|      12346 |    222 |        NULL |       10 |
|      12346 |    258 |        NULL |        3 |
|      12358 |    174 |        NULL |        1 |
|      12358 |    187 |        NULL |        2 |
|      12358 |    211 |        NULL |        3 |
|      12358 |    896 |        NULL |        4 |
|      12388 |     50 |        NULL |        2 |
|      12388 |     52 |        NULL |        1 |
|      12423 |     50 |        NULL |        1 |
|      12423 |     52 |        NULL |        2 |
|      12429 |     50 |        NULL |        2 |
|      12429 |     52 |        NULL |        1 |
|      12429 |    527 |        NULL |        4 |
|      12458 |    326 |        NULL |        1 |
|      12458 |   1177 |        NULL |        2 |
|      12496 |    677 |        NULL |        1 |
|      12518 |    172 |        NULL |        1 |
|      12522 |    152 |        NULL |        1 |
|      12526 |    153 |        NULL |        1 |
|      12526 |    346 |        NULL |        2 |
|      12529 |     78 |        NULL |        5 |
|      12529 |     83 |        NULL |        3 |
|      12529 |    158 |        NULL |        1 |
|      12529 |    163 |        NULL |        7 |
|      12529 |    292 |        NULL |        4 |
|      12529 |    363 |        NULL |        2 |
|      12537 |     14 |        NULL |        1 |
|      12537 |    233 |        NULL |        2 |
|      12594 |     19 |        NULL |        1 |
|      12603 |     34 |        NULL |        1 |
|      12603 |    267 |        NULL |        2 |
|      12611 |     15 |        NULL |        1 |
|      12616 |     34 |        NULL |        1 |
|      12616 |    174 |        NULL |        3 |
|      12616 |   1649 |        NULL |        2 |
|      12632 |    131 |        NULL |        1 |
|      12645 |     15 |        NULL |        1 |
|      12645 |     95 |        NULL |        2 |
|      12645 |    215 |        NULL |        3 |
|      12652 |      1 |        NULL |       17 |
|      12652 |      2 |        NULL |       23 |
|      12652 |      3 |        NULL |       10 |
|      12652 |      4 |        NULL |       24 |
|      12652 |      5 |        NULL |        7 |
|      12652 |      6 |        NULL |        9 |
|      12652 |      7 |        NULL |       19 |
|      12652 |     12 |        NULL |        8 |
|      12652 |     14 |        NULL |       30 |
|      12652 |     15 |        NULL |       27 |
|      12652 |     16 |        NULL |       22 |
|      12652 |     17 |        NULL |       28 |
|      12652 |     18 |        NULL |        3 |
|      12652 |     24 |        NULL |       20 |
|      12652 |     31 |        NULL |        6 |
|      12652 |     36 |        NULL |       32 |
|      12652 |     44 |        NULL |       12 |
|      12652 |     45 |        NULL |        1 |
|      12652 |     48 |        NULL |        2 |
|      12652 |     49 |        NULL |       18 |
|      12652 |     54 |        NULL |       15 |
|      12652 |     55 |        NULL |       14 |
|      12652 |     59 |        NULL |       26 |
|      12652 |     80 |        NULL |        5 |
|      12652 |    110 |        NULL |        4 |
|      12652 |    125 |        NULL |       16 |
|      12652 |    137 |        NULL |       25 |
|      12652 |    176 |        NULL |       31 |
|      12652 |    194 |        NULL |       11 |
|      12652 |    300 |        NULL |       29 |
|      12652 |    422 |        NULL |       21 |
|      12674 |     75 |        NULL |        2 |
|      12674 |    139 |        NULL |        1 |
|      12674 |    179 |        NULL |        3 |
|      12676 |     75 |        NULL |        3 |
|      12676 |     89 |        NULL |        1 |
|      12676 |    139 |        NULL |        2 |
|      12676 |    151 |        NULL |        5 |
|      12676 |    183 |        NULL |        7 |
|      12676 |    321 |        NULL |        8 |
|      12676 |    606 |        NULL |        6 |
|      12676 |    645 |        NULL |        4 |
|      12694 |     19 |        NULL |        1 |
|      12698 |     26 |        NULL |        1 |
|      12702 |     95 |        NULL |        1 |
|      12798 |     72 |        NULL |        1 |
|      12798 |    152 |        NULL |        2 |
|      12798 |    322 |        NULL |        3 |
|      12799 |     72 |        NULL |        3 |
|      12799 |     95 |        NULL |        1 |
|      12799 |    172 |        NULL |        2 |
|      12881 |    146 |        NULL |        1 |
|      12882 |     72 |        NULL |        1 |
|      12949 |     95 |        NULL |        1 |
|      12949 |     96 |        NULL |        2 |
|      12961 |     15 |        NULL |        1 |
|      12963 |    123 |        NULL |        1 |
|      13019 |     78 |        NULL |        2 |
|      13019 |   1813 |        NULL |        1 |
|      13021 |     17 |        NULL |        1 |
|      13021 |    111 |        NULL |        2 |
|      13021 |    267 |        NULL |        3 |
|      13044 |     78 |        NULL |        1 |
|      13044 |     83 |        NULL |        7 |
|      13044 |    158 |        NULL |        2 |
|      13044 |    163 |        NULL |        4 |
|      13044 |    270 |        NULL |        6 |
|      13044 |    292 |        NULL |        3 |
|      13044 |    363 |        NULL |        8 |
|      13052 |     78 |        NULL |        4 |
|      13052 |     83 |        NULL |        1 |
|      13052 |    158 |        NULL |        3 |
|      13052 |    163 |        NULL |        2 |
|      13052 |    196 |        NULL |        6 |
|      13052 |    270 |        NULL |        7 |
|      13052 |    292 |        NULL |        5 |
|      13052 |    363 |        NULL |        8 |
|      13062 |    153 |        NULL |        1 |
|      13062 |   1649 |        NULL |        3 |
|      13075 |    103 |        NULL |        2 |
|      13075 |    188 |        NULL |        1 |
|      13075 |    230 |        NULL |        3 |
|      13076 |    103 |        NULL |        4 |
|      13076 |    153 |        NULL |        1 |
|      13076 |    188 |        NULL |        3 |
|      13076 |    192 |        NULL |        2 |
|      13110 |    119 |        NULL |        1 |
|      13110 |    246 |        NULL |        3 |
|      13110 |    663 |        NULL |        2 |
|      13165 |    119 |        NULL |        7 |
|      13165 |    246 |        NULL |        2 |
|      13165 |    281 |        NULL |        6 |
|      13165 |    365 |        NULL |        1 |
|      13165 |    747 |        NULL |        5 |
|      13165 |    773 |        NULL |        8 |
|      13165 |   4455 |        NULL |        4 |
|      13193 |    111 |        NULL |        1 |
|      13198 |     19 |        NULL |        1 |
|      13202 |    202 |        NULL |        1 |
|      13314 |    260 |        NULL |        1 |
|      13315 |    119 |        NULL |        1 |
|      13315 |    260 |        NULL |        2 |
|      13316 |    246 |        NULL |        1 |
|      13316 |    663 |        NULL |        2 |
|      13317 |    246 |        NULL |        2 |
|      13317 |    260 |        NULL |        1 |
|      13318 |    260 |        NULL |        1 |
|      13319 |    260 |        NULL |        2 |
|      13319 |    281 |        NULL |        1 |
|      13320 |    260 |        NULL |        1 |
|      13320 |   3140 |        NULL |        2 |
|      13324 |    119 |        NULL |        1 |
|      13324 |   1909 |        NULL |        2 |
|      13325 |    260 |        NULL |        2 |
|      13325 |    365 |        NULL |        1 |
|      13325 |   1909 |        NULL |        3 |
|      13326 |    246 |        NULL |        1 |
|      13326 |    260 |        NULL |        2 |
|      13326 |    882 |        NULL |        3 |
|      13375 |    153 |        NULL |        1 |
|      13430 |     50 |        NULL |        3 |
|      13430 |     52 |        NULL |        4 |
|      13430 |     83 |        NULL |        1 |
|      13430 |    139 |        NULL |        5 |
|      13430 |    163 |        NULL |        2 |
|      13430 |    508 |        NULL |        6 |
|      13430 |   1032 |        NULL |        7 |
|      13444 |     26 |        NULL |        1 |
|      13444 |   1016 |        NULL |        2 |
|      13453 |     41 |        NULL |        2 |
|      13453 |     88 |        NULL |        3 |
|      13453 |     95 |        NULL |        1 |
|      13455 |    131 |        NULL |        4 |
|      13455 |    237 |        NULL |        2 |
|      13455 |    240 |        NULL |        1 |
|      13455 |    274 |        NULL |        3 |
|      13466 |      1 |        NULL |        1 |
|      13466 |     11 |        NULL |        3 |
|      13466 |     15 |        NULL |        6 |
|      13466 |     25 |        NULL |        5 |
|      13466 |     44 |        NULL |        8 |
|      13466 |     73 |        NULL |        4 |
|      13466 |     75 |        NULL |        7 |
|      13466 |     89 |        NULL |        2 |
|      13591 |    131 |        NULL |        1 |
|      13591 |    152 |        NULL |        2 |
|      13591 |    448 |        NULL |        4 |
|      13591 |    474 |        NULL |        3 |
|      13592 |     83 |        NULL |        1 |
|      13592 |     95 |        NULL |        4 |
|      13592 |    210 |        NULL |        2 |
|      13592 |    237 |        NULL |        3 |
|      13598 |    406 |        NULL |        1 |
|      13625 |    187 |        NULL |        1 |
|      13625 |    332 |        NULL |        2 |
|      13626 |    174 |        NULL |        2 |
|      13626 |    187 |        NULL |        1 |
|      13627 |    174 |        NULL |        1 |
|      13627 |    187 |        NULL |        2 |
|      13628 |     10 |        NULL |        2 |
|      13628 |    179 |        NULL |        1 |
|      13628 |    199 |        NULL |        3 |
|      13630 |    150 |        NULL |        3 |
|      13630 |    187 |        NULL |        1 |
|      13630 |    429 |        NULL |        2 |
|      13631 |     10 |        NULL |        1 |
|      13631 |    342 |        NULL |        3 |
|      13631 |    429 |        NULL |        2 |
|      13632 |    174 |        NULL |        1 |
|      13632 |    460 |        NULL |        3 |
|      13632 |   2417 |        NULL |        2 |
|      13633 |    460 |        NULL |        2 |
|      13634 |    267 |        NULL |        3 |
|      13634 |    520 |        NULL |        1 |
|      13635 |    416 |        NULL |        1 |
|      13635 |   1649 |        NULL |        2 |
|      13636 |    187 |        NULL |        1 |
|      13636 |    250 |        NULL |        2 |
|      13636 |    429 |        NULL |        3 |
|      13637 |    471 |        NULL |        1 |
|      13637 |   1220 |        NULL |        2 |
|      13638 |    174 |        NULL |        2 |
|      13638 |    187 |        NULL |        1 |
|      13638 |    267 |        NULL |        3 |
|      13640 |    187 |        NULL |        2 |
|      13640 |    520 |        NULL |        1 |
|      13641 |     58 |        NULL |        1 |
|      13641 |     83 |        NULL |        2 |
|      13641 |    210 |        NULL |        3 |
|      13642 |     58 |        NULL |        2 |
|      13642 |    135 |        NULL |        3 |
|      13642 |    150 |        NULL |        1 |
|      13644 |      1 |        NULL |       14 |
|      13644 |      2 |        NULL |       21 |
|      13644 |      3 |        NULL |        5 |
|      13644 |      4 |        NULL |       33 |
|      13644 |      7 |        NULL |        1 |
|      13644 |      9 |        NULL |       52 |
|      13644 |     14 |        NULL |       17 |
|      13644 |     16 |        NULL |       38 |
|      13644 |     17 |        NULL |       12 |
|      13644 |     20 |        NULL |       37 |
|      13644 |     24 |        NULL |       24 |
|      13644 |     32 |        NULL |        9 |
|      13644 |     39 |        NULL |       39 |
|      13644 |     44 |        NULL |       16 |
|      13644 |     47 |        NULL |       13 |
|      13644 |     49 |        NULL |       29 |
|      13644 |     51 |        NULL |       56 |
|      13644 |     54 |        NULL |       22 |
|      13644 |     55 |        NULL |        6 |
|      13644 |     56 |        NULL |       51 |
|      13644 |     59 |        NULL |       45 |
|      13644 |     68 |        NULL |       20 |
|      13644 |     69 |        NULL |       41 |
|      13644 |     76 |        NULL |       42 |
|      13644 |     79 |        NULL |       55 |
|      13644 |     87 |        NULL |       28 |
|      13644 |     91 |        NULL |       60 |
|      13644 |     98 |        NULL |       36 |
|      13644 |     99 |        NULL |       10 |
|      13644 |    105 |        NULL |       25 |
|      13644 |    109 |        NULL |       58 |
|      13644 |    113 |        NULL |       35 |
|      13644 |    117 |        NULL |        4 |
|      13644 |    125 |        NULL |        3 |
|      13644 |    133 |        NULL |       47 |
|      13644 |    137 |        NULL |       48 |
|      13644 |    154 |        NULL |       19 |
|      13644 |    171 |        NULL |       32 |
|      13644 |    175 |        NULL |        2 |
|      13644 |    176 |        NULL |       23 |
|      13644 |    177 |        NULL |        7 |
|      13644 |    190 |        NULL |       18 |
|      13644 |    194 |        NULL |       11 |
|      13644 |    195 |        NULL |       46 |
|      13644 |    247 |        NULL |       43 |
|      13644 |    279 |        NULL |       59 |
|      13644 |    300 |        NULL |       34 |
|      13644 |    340 |        NULL |       49 |
|      13644 |    422 |        NULL |       31 |
|      13644 |    597 |        NULL |       61 |
|      13644 |   1557 |        NULL |       54 |
|      13644 |   1642 |        NULL |       15 |
|      13644 |   1663 |        NULL |       50 |
|      13644 |   1697 |        NULL |       40 |
|      13644 |   1706 |        NULL |       44 |
|      13644 |   1760 |        NULL |       62 |
|      13644 |   1793 |        NULL |       53 |
|      13644 |   2568 |        NULL |       27 |
|      13644 |   2574 |        NULL |       26 |
|      13657 |     10 |        NULL |        2 |
|      13657 |     13 |        NULL |        1 |
|      13657 |     26 |        NULL |       15 |
|      13657 |     28 |        NULL |       13 |
|      13657 |     34 |        NULL |        3 |
|      13657 |     41 |        NULL |       29 |
|      13657 |     50 |        NULL |        6 |
|      13657 |     52 |        NULL |       10 |
|      13657 |     58 |        NULL |       24 |
|      13657 |     60 |        NULL |       19 |
|      13657 |     72 |        NULL |       18 |
|      13657 |     75 |        NULL |       32 |
|      13657 |     78 |        NULL |       30 |
|      13657 |     83 |        NULL |       26 |
|      13657 |     88 |        NULL |       25 |
|      13657 |     89 |        NULL |       14 |
|      13657 |     95 |        NULL |        8 |
|      13657 |    108 |        NULL |       16 |
|      13657 |    115 |        NULL |        7 |
|      13657 |    123 |        NULL |        5 |
|      13657 |    128 |        NULL |       11 |
|      13657 |    139 |        NULL |       12 |
|      13657 |    144 |        NULL |       23 |
|      13657 |    148 |        NULL |       31 |
|      13657 |    152 |        NULL |        4 |
|      13657 |    163 |        NULL |       20 |
|      13657 |    172 |        NULL |        9 |
|      13657 |    208 |        NULL |       27 |
|      13657 |    240 |        NULL |       28 |
|      13657 |    267 |        NULL |       22 |
|      13657 |    677 |        NULL |       21 |
|      13657 |   1813 |        NULL |       17 |
|      13658 |      6 |        NULL |       14 |
|      13658 |      8 |        NULL |        8 |
|      13658 |     19 |        NULL |        4 |
|      13658 |     22 |        NULL |        2 |
|      13658 |     23 |        NULL |        1 |
|      13658 |     38 |        NULL |       21 |
|      13658 |     66 |        NULL |       12 |
|      13658 |     73 |        NULL |       23 |
|      13658 |     82 |        NULL |       20 |
|      13658 |    107 |        NULL |       24 |
|      13658 |    121 |        NULL |        5 |
|      13658 |    127 |        NULL |       16 |
|      13658 |    129 |        NULL |       10 |
|      13658 |    145 |        NULL |       13 |
|      13658 |    184 |        NULL |       17 |
|      13658 |    213 |        NULL |        3 |
|      13658 |    221 |        NULL |        9 |
|      13658 |    243 |        NULL |       11 |
|      13658 |    249 |        NULL |       18 |
|      13658 |    276 |        NULL |       15 |
|      13658 |    317 |        NULL |        7 |
|      13658 |    366 |        NULL |        6 |
|      13659 |      8 |        NULL |       13 |
|      13659 |     11 |        NULL |        1 |
|      13659 |     19 |        NULL |        9 |
|      13659 |     22 |        NULL |       12 |
|      13659 |     23 |        NULL |       14 |
|      13659 |     27 |        NULL |       16 |
|      13659 |     35 |        NULL |        3 |
|      13659 |     38 |        NULL |       11 |
|      13659 |     42 |        NULL |       29 |
|      13659 |     82 |        NULL |       30 |
|      13659 |     86 |        NULL |        5 |
|      13659 |     90 |        NULL |        2 |
|      13659 |    106 |        NULL |        4 |
|      13659 |    107 |        NULL |       10 |
|      13659 |    111 |        NULL |        6 |
|      13659 |    119 |        NULL |        7 |
|      13659 |    129 |        NULL |       24 |
|      13659 |    142 |        NULL |        8 |
|      13659 |    155 |        NULL |       31 |
|      13659 |    156 |        NULL |       26 |
|      13659 |    168 |        NULL |       23 |
|      13659 |    169 |        NULL |       20 |
|      13659 |    184 |        NULL |       28 |
|      13659 |    213 |        NULL |       15 |
|      13659 |    219 |        NULL |       19 |
|      13659 |    221 |        NULL |       17 |
|      13659 |    243 |        NULL |       18 |
|      13659 |    245 |        NULL |       22 |
|      13659 |    366 |        NULL |       25 |
|      13659 |    442 |        NULL |       32 |
|      13659 |    593 |        NULL |       27 |
|      13659 |    596 |        NULL |       21 |
|      13662 |     72 |        NULL |        1 |
|      13662 |    152 |        NULL |        2 |
|      13662 |    274 |        NULL |        3 |
|      13674 |    115 |        NULL |        5 |
|      13674 |    130 |        NULL |        4 |
|      13674 |    165 |        NULL |        6 |
|      13674 |    188 |        NULL |        2 |
|      13674 |    224 |        NULL |        3 |
|      13674 |    336 |        NULL |        1 |
|      13679 |    193 |        NULL |        1 |
|      13685 |     47 |        NULL |        1 |
|      13685 |   1487 |        NULL |        3 |
|      13686 |    346 |        NULL |        1 |
|      13689 |    215 |        NULL |        1 |
|      13689 |    246 |        NULL |        2 |
|      13689 |    260 |        NULL |        3 |
|      13694 |     75 |        NULL |        1 |
|      13694 |    127 |        NULL |        2 |
|      13694 |    339 |        NULL |        3 |
|      13695 |    260 |        NULL |        1 |
|      13695 |    339 |        NULL |        2 |
|      13695 |    374 |        NULL |        3 |
|      13701 |    229 |        NULL |        4 |
|      13701 |    374 |        NULL |        1 |
|      13701 |    393 |        NULL |        3 |
|      13701 |   1148 |        NULL |        2 |
|      13706 |    193 |        NULL |        1 |
|      13706 |    292 |        NULL |        2 |
|      13710 |     28 |        NULL |        1 |
|      13710 |     36 |        NULL |       16 |
|      13710 |     37 |        NULL |       22 |
|      13710 |     52 |        NULL |       17 |
|      13710 |     58 |        NULL |       23 |
|      13710 |     60 |        NULL |       21 |
|      13710 |     72 |        NULL |        8 |
|      13710 |     75 |        NULL |       11 |
|      13710 |     83 |        NULL |       12 |
|      13710 |     88 |        NULL |       19 |
|      13710 |     89 |        NULL |       20 |
|      13710 |    103 |        NULL |       18 |
|      13710 |    112 |        NULL |        9 |
|      13710 |    118 |        NULL |       10 |
|      13710 |    139 |        NULL |       15 |
|      13710 |    144 |        NULL |        3 |
|      13710 |    153 |        NULL |       24 |
|      13710 |    174 |        NULL |        2 |
|      13710 |    208 |        NULL |        7 |
|      13710 |    210 |        NULL |        5 |
|      13710 |    267 |        NULL |        6 |
|      13710 |    677 |        NULL |        4 |
|      13710 |   1813 |        NULL |       14 |
|      13722 |     50 |        NULL |        4 |
|      13722 |     52 |        NULL |        1 |
|      13722 |    312 |        NULL |        6 |
|      13722 |    508 |        NULL |        3 |
|      13722 |    527 |        NULL |        2 |
|      13723 |     50 |        NULL |        2 |
|      13723 |     52 |        NULL |        1 |
|      13723 |    312 |        NULL |        4 |
|      13723 |    508 |        NULL |        3 |
|      13723 |    527 |        NULL |        5 |
|      13724 |     50 |        NULL |        1 |
|      13724 |     52 |        NULL |        2 |
