+---------------+-----------------------------------------------------------------------------------+--------+-------+
| tournament_id | name                                                                              | region | major |
|         10852 | go4sc2 Cup Europe #238                                                            | NULL   | 0     |
|         10853 | go4sc2 Cup Europe #239                                                            | NULL   | 0     |
|         10854 | go4sc2 Cup Europe #240                                                            | NULL   | 0     |
|         10855 | go4sc2 Cup Europe #241                                                            | NULL   | 0     |
|         10856 | go4sc2 Cup Europe #242                                                            | NULL   | 0     |
|         10857 | go4sc2 Cup Europe #243                                                            | NULL   | 0     |
|         10860 | go4sc2 Cup Europe #246                                                            | NULL   | 0     |
|         10861 | go4sc2 Cup Europe #247                                                            | NULL   | 0     |
|         10863 | ROOT Gaming Success Pays Invitational                                             | NULL   | 0     |
|         10870 | LG Cinema 3D Special League                                                       | NULL   | 0     |
|         10883 | Hazard LAN 2010 Winter                                                            | NULL   | 0     |
|         10884 | Hazard LAN 2011 Spring                                                            | NULL   | 0     |
|         10890 | Sennheiser Regular Cup Season 1 Playoffs                                          | NULL   | 0     |
|         10891 | Sennheiser Regular Cup Season 1 Week 1                                            | NULL   | 0     |
|         10892 | Sennheiser Regular Cup Season 1 Week 2                                            | NULL   | 0     |
|         10893 | Sennheiser Regular Cup Season 1 Week 3                                            | NULL   | 0     |
|         10894 | Sennheiser Regular Cup Season 1 Week 4                                            | NULL   | 0     |
|         10895 | Sennheiser Regular Cup Season 1 Week 5                                            | NULL   | 0     |
|         10896 | Sennheiser Regular Cup Season 1 Week 6                                            | NULL   | 0     |
|         10897 | Sennheiser Regular Cup Season 1 Week 7                                            | NULL   | 0     |
|         10898 | Sennheiser Regular Cup Season 1 Week 8                                            | NULL   | 0     |
|         10899 | Sennheiser Regular Cup Season 1 Week 9                                            | NULL   | 0     |
|         10900 | Sennheiser Regular Cup Season 1 Week 10                                           | NULL   | 0     |
|         10901 | Sennheiser Regular Cup Season 1 Week 11                                           | NULL   | 0     |
|         10902 | Sennheiser Regular Cup Season 1 Week 12                                           | NULL   | 0     |
|         10903 | Sennheiser Regular Cup Season 1 Week 13                                           | NULL   | 0     |
|         10904 | Sennheiser Regular Cup Season 1 Week 14                                           | NULL   | 0     |
|         10905 | Sennheiser Regular Cup Season 1 Week 15                                           | NULL   | 0     |
|         10906 | Sennheiser Regular Cup Season 1 Week 16                                           | NULL   | 0     |
|         10913 | TL Open #1                                                                        | NULL   | 0     |
|         10914 | TL Open #2                                                                        | NULL   | 0     |
|         10915 | TL Open #3                                                                        | NULL   | 0     |
|         10916 | TL Open #4                                                                        | NULL   | 0     |
|         10917 | TL Open #5                                                                        | NULL   | 0     |
|         10918 | TL Open #6                                                                        | NULL   | 0     |
|         10919 | TL Open #7                                                                        | NULL   | 0     |
|         10920 | TL Open #8                                                                        | NULL   | 0     |
|         10921 | TL Open #9                                                                        | NULL   | 0     |
|         10970 | ESEA Season 5                                                                     | NULL   | 0     |
|         10973 | ESEA Season 4                                                                     | NULL   | 0     |
|         11023 | IPL HotS Invitational Qualifiers North America                                    | NULL   | 0     |
|         11024 | IPL HotS Invitational Qualifiers Europe                                           | NULL   | 0     |
|         11025 | IPL HotS Invitational Qualifiers Korea                                            | NULL   | 0     |
|         11081 | Yegalisk Master Cup #5                                                            | NULL   | 0     |
|         11086 | Assembly 2013 Winter                                                              | NULL   | 1     |
|         11106 | TL Open #10                                                                       | NULL   | 0     |
|         11107 | TL Open #11                                                                       | NULL   | 0     |
|         11108 | TL Open #12                                                                       | NULL   | 0     |
|         11109 | TL Open #13                                                                       | NULL   | 0     |
|         11110 | TL Open #14                                                                       | NULL   | 0     |
|         11111 | TL Open #15                                                                       | NULL   | 0     |
|         11112 | TL Open #16                                                                       | NULL   | 0     |
|         11113 | TL Open #17                                                                       | NULL   | 0     |
|         11114 | TL Open #18                                                                       | NULL   | 0     |
|         11115 | TL Open #19                                                                       | NULL   | 0     |
|         11162 | TL Open #20                                                                       | NULL   | 0     |
|         11163 | TL Open #21                                                                       | NULL   | 0     |
|         11164 | TL Open #22                                                                       | NULL   | 0     |
|         11166 | TL Open #24                                                                       | NULL   | 0     |
|         11167 | TL Open #25                                                                       | NULL   | 0     |
|         11168 | TL Open #26                                                                       | NULL   | 0     |
|         11196 | ZOTAC Cup Europe #145                                                             | NULL   | 0     |
|         11201 | go4sc2 Cup Europe #270                                                            | NULL   | 0     |
|         11209 | Showmatch WhalesFromSpace                                                         | NULL   | 0     |
|         11215 | Showmatch Battle of Egos                                                          | NULL   | 0     |
|         11218 | ESL Pro Series Germany 2013 Spring Cup #1                                         | NULL   | 0     |
|         11225 | Showmatch #Vengeance                                                              | NULL   | 0     |
|         11246 | go4sc2 Cup Europe #271                                                            | NULL   | 0     |
|         11254 | ZOTAC Cup Monthly Final 2013 January                                              | NULL   | 0     |
|         11322 | go4sc2 Cup Europe #197                                                            | NULL   | 0     |
|         11323 | go4sc2 Cup Europe #198                                                            | NULL   | 0     |
|         11325 | go4sc2 Cup Europe #200                                                            | NULL   | 0     |
|         11326 | go4sc2 Cup Europe #201                                                            | NULL   | 0     |
|         11327 | go4sc2 Cup Europe #202                                                            | NULL   | 0     |
|         11328 | go4sc2 Cup Europe #203                                                            | NULL   | 0     |
|         11329 | go4sc2 Cup Europe #204                                                            | NULL   | 0     |
|         11330 | go4sc2 Cup Europe #205                                                            | NULL   | 0     |
|         11332 | go4sc2 Cup Europe #207                                                            | NULL   | 0     |
|         11334 | go4sc2 Cup Europe #252                                                            | NULL   | 0     |
|         11335 | go4sc2 Cup Europe #254                                                            | NULL   | 0     |
|         11336 | go4sc2 Cup Europe #266                                                            | NULL   | 0     |
|         11337 | go4sc2 Cup Europe #195                                                            | NULL   | 0     |
|         11338 | go4sc2 Cup Europe #187                                                            | NULL   | 0     |
|         11340 | go4sc2 Cup Europe #189                                                            | NULL   | 0     |
|         11342 | go4sc2 Cup Europe #191                                                            | NULL   | 0     |
|         11344 | go4sc2 Cup Europe #185                                                            | NULL   | 0     |
|         11345 | go4sc2 Cup Europe #175                                                            | NULL   | 0     |
|         11346 | go4sc2 Cup Europe #177                                                            | NULL   | 0     |
|         11347 | go4sc2 Cup Europe #179                                                            | NULL   | 0     |
|         11348 | go4sc2 Cup Europe #181                                                            | NULL   | 0     |
|         11349 | go4sc2 Cup Europe #161                                                            | NULL   | 0     |
|         11350 | go4sc2 Cup Europe #111                                                            | NULL   | 0     |
|         11352 | Antec Attack #22                                                                  | NULL   | 0     |
|         11358 | Antec Attack #21                                                                  | NULL   | 0     |
|         11369 | go4sc2 Cup Europe #1                                                              | NULL   | 0     |
|         11370 | go4sc2 Cup Europe #2                                                              | NULL   | 0     |
|         11371 | go4sc2 Cup Europe #3                                                              | NULL   | 0     |
|         11372 | go4sc2 Cup Europe #4                                                              | NULL   | 0     |
|         11373 | go4sc2 Cup Europe #5                                                              | NULL   | 0     |
|         11374 | go4sc2 Cup Europe #6                                                              | NULL   | 0     |
|         11375 | go4sc2 Cup Europe #7                                                              | NULL   | 0     |
|         11377 | go4sc2 Cup Europe #9                                                              | NULL   | 0     |
|         11378 | go4sc2 Cup Europe #10                                                             | NULL   | 0     |
|         11379 | go4sc2 Cup Europe #11                                                             | NULL   | 0     |
|         11380 | go4sc2 Cup Europe #12                                                             | NULL   | 0     |
|         11381 | go4sc2 Cup Europe #13                                                             | NULL   | 0     |
|         11382 | go4sc2 Cup Europe #14                                                             | NULL   | 0     |
|         11383 | go4sc2 Cup Europe #15                                                             | NULL   | 0     |
|         11384 | go4sc2 Cup Europe #16                                                             | NULL   | 0     |
|         11386 | go4sc2 Cup Europe #18                                                             | NULL   | 0     |
|         11387 | go4sc2 Cup Europe #19                                                             | NULL   | 0     |
|         11388 | go4sc2 Cup Europe #20                                                             | NULL   | 0     |
|         11389 | go4sc2 Cup Europe #21                                                             | NULL   | 0     |
|         11390 | go4sc2 Cup Europe #22                                                             | NULL   | 0     |
|         11391 | go4sc2 Cup Europe #23                                                             | NULL   | 0     |
|         11392 | WCG 2011 Super Match                                                              | NULL   | 0     |
|         11394 | Conn.Si Arena Season 1                                                            | NULL   | 0     |
|         11494 | Showmatch Community TLO vs. Goody                                                 | NULL   | 0     |
|         11495 | The Heat Invitational #1                                                          | NULL   | 0     |
|         11496 | Showmatch Creativity vs Insanity: TLO vs Catz                                     | NULL   | 0     |
|         11497 | Showmatch PAX Liquid series                                                       | NULL   | 0     |
|         11500 | sc2tv.ru and gametrix invite tourney                                              | NULL   | 0     |
|         11511 | Machinima Realm Invitational                                                      | NULL   | 0     |
|         11526 | PokerIdol.com European Championship                                               | NULL   | 0     |
|         11540 | Danish Starcraft Dansk Metal Invitational                                         | NULL   | 0     |
|         11544 | EIZO Razer Cup                                                                    | NULL   | 0     |
|         11555 | Showmatch Leave No Doubt                                                          | NULL   | 0     |
|         11556 | Showmatch GGSNA                                                                   | NULL   | 0     |
|         11557 | Showmatch RageQuit                                                                | NULL   | 0     |
|         11558 | TeSL Showmatch                                                                    | NULL   | 0     |
|         11559 | Team Showmatch Club3D - Infused vs FXO.CIS                                        | NULL   | 0     |
|         11560 | Showmatch SCShout                                                                 | NULL   | 0     |
|         11561 | Showmatch IGN SXSW                                                                | NULL   | 0     |
|         11562 | Showmatch palooza                                                                 | NULL   | 0     |
|         11563 | Showmatch Gamer's Guild                                                           | NULL   | 0     |
|         11564 | Showmatch Stim.tv                                                                 | NULL   | 0     |
|         11565 | Showmatch Community Cup                                                           | NULL   | 0     |
|         11597 | go4sc2 Cup Europe Finals 2011 January                                             | NULL   | 0     |
|         11598 | go4sc2 Cup Europe Finals 2011 February                                            | NULL   | 0     |
|         11599 | go4sc2 Cup Europe Finals 2011 March                                               | NULL   | 0     |
|         11600 | go4sc2 Cup Europe Finals 2011 April                                               | NULL   | 0     |
|         11601 | go4sc2 Cup Europe Finals 2011 May                                                 | NULL   | 0     |
|         11614 | go4sc2 Cup Europe Finals 2010 August                                              | NULL   | 0     |
|         11615 | go4sc2 Cup Europe Finals 2010 September                                           | NULL   | 0     |
|         11616 | go4sc2 Cup Europe Finals 2010 October                                             | NULL   | 0     |
|         11617 | go4sc2 Cup Europe Finals 2010 November                                            | NULL   | 0     |
|         11618 | go4sc2 Cup Europe Finals 2010 December                                            | NULL   | 0     |
|         11623 | go4sc2 Cup Europe #100 invitational                                               | NULL   | 0     |
|         11638 | go4sc2 Cup North America #2                                                       | NULL   | 0     |
|         11639 | go4sc2 Cup North America #3                                                       | NULL   | 0     |
|         11641 | go4sc2 Cup North America #5                                                       | NULL   | 0     |
|         11642 | go4sc2 Cup North America #6                                                       | NULL   | 0     |
|         11643 | go4sc2 Cup North America #7                                                       | NULL   | 0     |
|         11645 | go4sc2 Cup North America #9                                                       | NULL   | 0     |
|         11646 | go4sc2 Cup North America #10                                                      | NULL   | 0     |
|         11648 | go4sc2 Cup North America #12                                                      | NULL   | 0     |
|         11650 | go4sc2 Cup North America #14                                                      | NULL   | 0     |
|         11651 | go4sc2 Cup North America #15                                                      | NULL   | 0     |
|         11652 | go4sc2 Cup North America #16                                                      | NULL   | 0     |
|         11653 | go4sc2 Cup North America #17                                                      | NULL   | 0     |
|         11655 | go4sc2 Cup North America #19                                                      | NULL   | 0     |
|         11656 | go4sc2 Cup North America #20                                                      | NULL   | 0     |
|         11658 | go4sc2 Cup North America #21                                                      | NULL   | 0     |
|         11660 | go4sc2 Cup North America #23                                                      | NULL   | 0     |
|         11661 | go4sc2 Cup North America #24                                                      | NULL   | 0     |
|         11662 | go4sc2 Cup North America #25                                                      | NULL   | 0     |
|         11664 | go4sc2 Cup North America #27                                                      | NULL   | 0     |
|         11665 | go4sc2 Cup North America #28                                                      | NULL   | 0     |
|         11666 | go4sc2 Cup North America #29                                                      | NULL   | 0     |
|         11667 | go4sc2 Cup North America #30                                                      | NULL   | 0     |
|         11669 | go4sc2 Cup North America #32                                                      | NULL   | 0     |
|         11671 | go4sc2 Cup North America #34                                                      | NULL   | 0     |
|         11673 | go4sc2 Cup North America #36                                                      | NULL   | 0     |
|         11674 | go4sc2 Cup North America #37                                                      | NULL   | 0     |
|         11675 | go4sc2 Cup North America #38                                                      | NULL   | 0     |
|         11677 | go4sc2 Cup North America #40                                                      | NULL   | 0     |
|         11691 | go4sc2 Cup North America #41                                                      | NULL   | 0     |
|         11692 | go4sc2 Cup North America #42                                                      | NULL   | 0     |
|         11694 | go4sc2 Cup North America #44                                                      | NULL   | 0     |
|         11695 | go4sc2 Cup North America #45                                                      | NULL   | 0     |
|         11696 | go4sc2 Cup North America #46                                                      | NULL   | 0     |
|         11698 | go4sc2 Cup North America #48                                                      | NULL   | 0     |
|         11700 | go4sc2 Cup North America #50                                                      | NULL   | 0     |
|         11701 | go4sc2 Cup North America #51                                                      | NULL   | 0     |
|         11702 | go4sc2 Cup North America #52                                                      | NULL   | 0     |
|         11704 | go4sc2 Cup North America #54                                                      | NULL   | 0     |
|         11705 | go4sc2 Cup North America #55                                                      | NULL   | 0     |
|         11706 | go4sc2 Cup North America #56                                                      | NULL   | 0     |
|         11707 | go4sc2 Cup North America #57                                                      | NULL   | 0     |
|         11708 | go4sc2 Cup North America #58                                                      | NULL   | 0     |
|         11710 | go4sc2 Cup North America #60                                                      | NULL   | 0     |
|         11719 | go4sc2 Cup North America #61                                                      | NULL   | 0     |
|         11720 | go4sc2 Cup North America #62                                                      | NULL   | 0     |
|         11721 | go4sc2 Cup North America #63                                                      | NULL   | 0     |
|         11722 | go4sc2 Cup North America #64                                                      | NULL   | 0     |
|         11724 | go4sc2 Cup North America #66                                                      | NULL   | 0     |
|         11725 | go4sc2 Cup North America #67                                                      | NULL   | 0     |
|         11726 | go4sc2 Cup North America #68                                                      | NULL   | 0     |
|         11727 | go4sc2 Cup North America #69                                                      | NULL   | 0     |
|         11728 | go4sc2 Cup North America #70                                                      | NULL   | 0     |
|         11729 | go4sc2 Cup North America #71                                                      | NULL   | 0     |
|         11730 | go4sc2 Cup North America #72                                                      | NULL   | 0     |
|         11733 | go4sc2 Cup North America #75                                                      | NULL   | 0     |
|         11734 | go4sc2 Cup North America #76                                                      | NULL   | 0     |
|         11735 | go4sc2 Cup North America #77                                                      | NULL   | 0     |
|         11737 | go4sc2 Cup North America #80                                                      | NULL   | 0     |
|         11738 | go4sc2 Cup North America #82                                                      | NULL   | 0     |
|         11739 | go4sc2 Cup North America #83                                                      | NULL   | 0     |
|         11740 | go4sc2 Cup North America #84                                                      | NULL   | 0     |
|         11741 | go4sc2 Cup North America #85                                                      | NULL   | 0     |
|         11742 | go4sc2 Cup North America #86                                                      | NULL   | 0     |
|         11743 | go4sc2 Cup North America #87                                                      | NULL   | 0     |
|         11744 | go4sc2 Cup North America #88                                                      | NULL   | 0     |
|         11745 | go4sc2 Cup North America #89                                                      | NULL   | 0     |
|         11746 | go4sc2 Cup North America #90                                                      | NULL   | 0     |
|         11748 | go4sc2 Cup North America #93                                                      | NULL   | 0     |
|         11749 | go4sc2 Cup North America #94                                                      | NULL   | 0     |
|         11750 | go4sc2 Cup North America #95                                                      | NULL   | 0     |
|         11751 | go4sc2 Cup North America #96                                                      | NULL   | 0     |
|         11752 | Showmatch Clash for the Cache                                                     | NULL   | 0     |
|         11753 | Showmatch tT eSports                                                              | NULL   | 0     |
|         11758 | Showmatch iCCupTV                                                                 | NULL   | 0     |
|         11759 | Showmatch Heat                                                                    | NULL   | 0     |
|         11760 | IPL Tournament of Champions                                                       | NULL   | 0     |
|         11775 | Cyborg Cup #1                                                                     | NULL   | 0     |
|         11776 | Cyborg Cup #2                                                                     | NULL   | 0     |
|         11777 | Cyborg Cup #3                                                                     | NULL   | 0     |
|         11778 | Cyborg Cup #4                                                                     | NULL   | 0     |
|         11779 | Cyborg Cup #5                                                                     | NULL   | 0     |
|         11780 | Cyborg Cup #6                                                                     | NULL   | 0     |
|         11781 | Cyborg Cup #7                                                                     | NULL   | 0     |
|         11782 | Cyborg Cup #8                                                                     | NULL   | 0     |
|         11783 | Cyborg Cup #9                                                                     | NULL   | 0     |
|         11784 | IPL Ye Olde Map Tournament                                                        | NULL   | 0     |
|         11785 | Cyborg Cup #10                                                                    | NULL   | 0     |
|         11786 | Cyborg Cup #11                                                                    | NULL   | 0     |
|         11787 | Cyborg Cup #12                                                                    | NULL   | 0     |
|         11788 | Cyborg Cup #13                                                                    | NULL   | 0     |
|         11789 | Cyborg Cup #14                                                                    | NULL   | 0     |
|         11790 | Cyborg Cup #15                                                                    | NULL   | 0     |
|         11791 | Cyborg Cup #16                                                                    | NULL   | 0     |
|         11792 | Cyborg Cup #17                                                                    | NULL   | 0     |
|         11793 | Cyborg Cup #18                                                                    | NULL   | 0     |
|         11794 | Cyborg Cup #19                                                                    | NULL   | 0     |
|         11799 | Cyborg Cup #20                                                                    | NULL   | 0     |
|         11800 | Cyborg Cup #21                                                                    | NULL   | 0     |
|         11801 | Cyborg Cup #22                                                                    | NULL   | 0     |
|         11803 | Iron Squid Chapter I Qualifiers 1                                                 | NULL   | 0     |
|         11804 | Iron Squid Chapter I Qualifiers 2                                                 | NULL   | 0     |
|         11811 | The Gathering 2012                                                                | NULL   | 0     |
|         11852 | Cerberus 3D Cup #1                                                                | NULL   | 0     |
|         11853 | Cerberus 3D Cup #2                                                                | NULL   | 0     |
|         11854 | Cerberus 3D Cup #3                                                                | NULL   | 0     |
|         11873 | ZOTAC Cup North America #91                                                       | NULL   | 0     |
|         11880 | ZOTAC Cup Europe #146                                                             | NULL   | 0     |
|         11884 | go4sc2 Cup Europe #272                                                            | NULL   | 0     |
|         11888 | WCS 2013 Season 1 Korea Up & Down                                                 | NULL   | 0     |
|         11899 | HomeStory Cup V Main Tournament                                                   | NULL   | 1     |
|         11900 | HomeStory Cup VI Main Tournament                                                  | NULL   | 1     |
|         11901 | HomeStory Cup IV Main Tournament                                                  | NULL   | 1     |
|         11902 | GSL World Championship 2012 Main Tournament                                       | NULL   | 0     |
|         11904 | GSL World Championship 2011 WC                                                    | NULL   | 0     |
|         11905 | MLG Pro Circuit 2012 Summer Arena Main Tournament                                 | NULL   | 0     |
|         11906 | MLG Pro Circuit 2012 Spring Arena #2 Main Tournament                              | NULL   | 0     |
|         11907 | MLG Pro Circuit 2012 Winter Arena Main Tournament                                 | NULL   | 0     |
|         11909 | IEM Season VII Katowice Main Tournament                                           | NULL   | 0     |
|         11910 | IEM Season VII Singapore Main Tournament                                          | NULL   | 0     |
|         11911 | IEM Season VII Cologne Main Tournament                                            | NULL   | 0     |
|         11912 | IEM Season VI Sao Paulo Main Tournament                                           | NULL   | 0     |
|         11913 | IEM Season VI Kiev Main Tournament                                                | NULL   | 0     |
|         11914 | IEM Season VI New York Main Tournament                                            | NULL   | 0     |
|         11915 | IEM Season VI Guangzhou Main Tournament                                           | NULL   | 0     |
|         11916 | IEM Season VI Cologne Main Tournament                                             | NULL   | 0     |
|         11917 | IEM Season V European Championship Main Tournament                                | NULL   | 0     |
|         11919 | IEM Season V American Championship Main Tournament                                | NULL   | 0     |
|         11920 | IEM Season V Global Challenge Cologne Main Tournament                             | NULL   | 0     |
|         11921 | Iron Squid Chapter II Main Tournament                                             | NULL   | 1     |
|         11922 | Iron Squid Chapter I Main Tournament                                              | NULL   | 1     |
|         11923 | TSL Season 4 Main Tournament                                                      | NULL   | 0     |
|         11924 | IPL Season 5 Main Tournament                                                      | NULL   | 1     |
|         11925 | IPL Season 4 Main Tournament                                                      | NULL   | 1     |
|         11926 | IPL Season 3 Main Tournament                                                      | NULL   | 1     |
|         11928 | IPL Season 2 Main Tournament                                                      | NULL   | 1     |
|         11930 | Dreamhack 2011 Winter Main Tournament                                             | NULL   | 0     |
|         11931 | WCS 2012 Europe Nationals Germany Main Tournament                                 | NULL   | 0     |
|         11932 | Assembly 2012 ASUS ROG Summer Main Tournament                                     | NULL   | 1     |
|         11933 | BlizzCon 2010 Main Tournament                                                     | NULL   | 0     |
|         11934 | IEM Season VII World Championship                                                 | NULL   | 0     |
|         11942 | Day[9]'s King of the Beta HotS                                                    | NULL   | 0     |
|         11948 | Showmatch G-Star                                                                  | NULL   | 0     |
|         11950 | go4sc2 Cup Europe #273                                                            | NULL   | 0     |
|         11958 | WCS 2012 Asia Nationals South Korea Main Tournament                               | NULL   | 0     |
|         11960 | Sennheiser Regular Cup Season 2 Playoffs                                          | NULL   | 0     |
|         11965 | ESET UK Masters 2012 Main Tournament                                              | NULL   | 0     |
|         11988 | GGA Cup Season 1 Main Tournament                                                  | NULL   | 0     |
|         11989 | Acer StarCraft Challenge Main Tournament                                          | NULL   | 0     |
|         11993 | Sennheiser Regular Cup Season 2 Weekly Cups Week 1                                | NULL   | 0     |
|         11994 | Sennheiser Regular Cup Season 2 Weekly Cups Week 2                                | NULL   | 0     |
|         11995 | Sennheiser Regular Cup Season 2 Weekly Cups Week 3                                | NULL   | 0     |
|         11996 | Sennheiser Regular Cup Season 2 Weekly Cups Week 4                                | NULL   | 0     |
|         11997 | Sennheiser Regular Cup Season 2 Weekly Cups Week 5                                | NULL   | 0     |
|         11998 | Sennheiser Regular Cup Season 2 Weekly Cups Week 6                                | NULL   | 0     |
|         11999 | Sennheiser Regular Cup Season 2 Weekly Cups Week 7                                | NULL   | 0     |
|         12000 | Sennheiser Regular Cup Season 2 Weekly Cups Week 8                                | NULL   | 0     |
|         12001 | Sennheiser Regular Cup Season 2 Weekly Cups Week 9                                | NULL   | 0     |
|         12002 | Sennheiser Regular Cup Season 2 Weekly Cups Week 10                               | NULL   | 0     |
|         12003 | Sennheiser Regular Cup Season 2 Weekly Cups Week 11                               | NULL   | 0     |
|         12004 | Sennheiser Regular Cup Season 2 Weekly Cups Week 12                               | NULL   | 0     |
|         12005 | Sennheiser Regular Cup Season 2 Weekly Cups Week 13                               | NULL   | 0     |
|         12006 | Sennheiser Regular Cup Season 2 Weekly Cups Week 14                               | NULL   | 0     |
|         12007 | Sennheiser Regular Cup Season 2 Weekly Cups Week 15                               | NULL   | 0     |
|         12008 | Sennheiser Regular Cup Season 2 Weekly Cups Week 16                               | NULL   | 0     |
|         12032 | Showmatch Sc2Casts KotH                                                           | NULL   | 0     |
|         12034 | SteelSeries EU vs. NA                                                             | NULL   | 0     |
|         12036 | Hyper Crew Open #21                                                               | NULL   | 0     |
|         12037 | Hyper Crew Open #22                                                               | NULL   | 0     |
|         12038 | Hyper Crew Open #23                                                               | NULL   | 0     |
|         12046 | Red Bull Lan                                                                      | NULL   | 0     |
|         12047 | Showmatch Tuesday Night                                                           | NULL   | 0     |
|         12048 | ZOTAC Cup North America #92                                                       | NULL   | 0     |
|         12052 | SEA Masters Cup 28                                                                | NULL   | 0     |
|         12057 | go4sc2 Cup Europe #274                                                            | NULL   | 0     |
|         12061 | ZOTAC Cup Europe #147                                                             | NULL   | 0     |
|         12065 | End of WoL                                                                        | NULL   | 0     |
|         12070 | Yegalisk Master Cup Showmatch                                                     | NULL   | 0     |
|         12071 | go4sc2 Cup Europe #275                                                            | NULL   | 0     |
|         12079 | HSL                                                                               | NULL   | 0     |
|         12087 | One.de HotS Cup                                                                   | NULL   | 0     |
|         12092 | GeForce Pro-AM Tournament Professional Division                                   | NULL   | 0     |
|         12112 | MLG Pro Circuit 2013 Winter Championship                                          | NULL   | 0     |
|         12114 | MSI Pro Cup #12 Main Tournament                                                   | NULL   | 0     |
|         12115 | MSI Pro Cup #11 Main Tournament                                                   | NULL   | 0     |
|         12116 | MSI Pro Cup #10 Main Tournament                                                   | NULL   | 0     |
|         12117 | MSI Pro Cup #5 Main Tournament                                                    | NULL   | 0     |
|         12118 | MSI Pro Cup #4 Main Tournament                                                    | NULL   | 0     |
|         12119 | MSI Pro Cup #3 Main Tournament                                                    | NULL   | 0     |
|         12133 | IEF 2012                                                                          | NULL   | 0     |
|         12141 | Team Showmatch WTF Contest - Poland vs. France                                    | NULL   | 0     |
|         12143 | Ascension Open #1                                                                 | NULL   | 0     |
|         12149 | ZOTAC Cup North America #93                                                       | NULL   | 0     |
|         12167 | go4sc2 Cup Europe #276                                                            | NULL   | 0     |
|         12169 | ZOTAC Cup Europe #148                                                             | NULL   | 0     |
|         12179 | China 1st 3D Electronic Games                                                     | NULL   | 0     |
|         12185 | ESL Pro Series Germany 2013 Spring Cup #2                                         | NULL   | 0     |
|         12186 | ESL Pro Series Germany 2013 Spring Cup #3                                         | NULL   | 0     |
|         12201 | Acer TeamStory Cup Season 1 Qualifiers                                            | NULL   | 1     |
|         12220 | go4sc2 Cup Europe #277                                                            | NULL   | 0     |
|         12226 | Samsung European Championship 2011                                                | NULL   | 0     |
|         12245 | Team Showmatch China vs. Taiwan                                                   | NULL   | 0     |
|         12249 | Yegalisk Master Cup #6                                                            | NULL   | 0     |
|         12254 | ESL Pro Series Germany 2010 Season 17 Playoffs                                    | NULL   | 0     |
|         12278 | ESL Pro Series Germany 2010 Season 17 Playdowns                                   | NULL   | 0     |
|         12286 | ESL Pro Series Nordic 2010                                                        | NULL   | 0     |
|         12306 | ESL Pro Series France 2010                                                        | NULL   | 0     |
|         12312 | ESL Pro Series Bulgaria                                                           | NULL   | 0     |
|         12333 | ESL Pro Series Alpen 2010                                                         | NULL   | 0     |
|         12339 | Proleague 2012-2013 Season 1 Special Events Special Match                         | NULL   | 0     |
|         12344 | ESL Pro Series Spain Season 10                                                    | NULL   | 0     |
|         12346 | ESET UK Masters 2013 Season 1 Main Tournament                                     | NULL   | 0     |
|         12358 | ESL Pro Series France 2011                                                        | NULL   | 0     |
|         12388 | ESL Pro Series Spain Season 7                                                     | NULL   | 0     |
|         12423 | ESL Pro Series Spain Season 8                                                     | NULL   | 0     |
|         12428 | ESL Pro Series Germany 2012 Spring Relegation matches                             | NULL   | 0     |
|         12429 | ESL Pro Series Spain Season 9                                                     | NULL   | 0     |
|         12458 | ESL Pro Series BeNeLux                                                            | NULL   | 0     |
|         12484 | IeSF 2011 Main Tournament                                                         | NULL   | 0     |
|         12496 | ZOTAC Cup North America #94                                                       | NULL   | 0     |
|         12518 | ZOTAC Cup Europe #149                                                             | NULL   | 0     |
|         12522 | go4sc2 Cup Europe #278                                                            | NULL   | 0     |
|         12526 | HomeClash #2 Playoffs                                                             | NULL   | 0     |
|         12529 | ESL Pro Series Germany 2013 Spring Cup #4                                         | NULL   | 0     |
|         12536 | Showmatch Vasacast                                                                | NULL   | 0     |
|         12537 | MLG Pro Circuit 2013 Winter Exhibition                                            | NULL   | 0     |
|         12542 | Acer TeamStory Cup Season 1 Main Tournament                                       | NULL   | 1     |
|         12546 | Kaspersky Arena March                                                             | NULL   | 0     |
|         12594 | ZOTAC Cup North America #95                                                       | NULL   | 0     |
|         12603 | Gamers Assembly Mad CatZ Invitational                                             | NULL   | 0     |
|         12611 | go4sc2 Cup Europe Finals 2013 February                                            | NULL   | 0     |
|         12616 | Gamers Assembly Mad CatZ Open                                                     | NULL   | 1     |
