+---------------+-----------------------------------------------------------------------------------+--------+-------+
| tournament_id | name                                                                              | region | major |
|          3345 | go4sc2 Cup Europe #255                                                            | NULL   | 0     |
|          3346 | go4sc2 Cup Europe #256                                                            | NULL   | 0     |
|          3347 | go4sc2 Cup Europe #257                                                            | NULL   | 0     |
|          3348 | go4sc2 Cup Europe #258                                                            | NULL   | 0     |
|          3367 | Iron Squid Chapter II King of the Hill                                            | NULL   | 0     |
|          3369 | Ritmix RSL Season 1                                                               | NULL   | 0     |
|          3370 | Ritmix RSL Season 2                                                               | NULL   | 0     |
|          3371 | Ritmix RSL Season 3                                                               | NULL   | 0     |
|          3409 | TaKeTV Stim to the Win                                                            | NULL   | 0     |
|          3425 | Gladiators Arena                                                                  | NULL   | 0     |
|          3426 | ZOTAC Cup North America #85                                                       | NULL   | 0     |
|          3430 | MLG Pro Circuit 2012 Fall Qualifiers                                              | NULL   | 0     |
|          3480 | MLG Pro Circuit 2012 Fall Championship                                            | NULL   | 1     |
|          3540 | MLG Global Invitational America                                                   | NULL   | 0     |
|          3541 | MLG Global Invitational Europe                                                    | NULL   | 0     |
|          3542 | MLG Global Invitational Korea                                                     | NULL   | 0     |
|          3577 | MLG Global Invitational Finals                                                    | NULL   | 0     |
|          3581 | WCS 2012 Oceania Finals                                                           | NULL   | 0     |
|          3593 | WCS 2012 North America Finals                                                     | NULL   | 0     |
|          3614 | WCS 2012 Europe Finals                                                            | NULL   | 0     |
|          3633 | WCS 2012 Asia Finals                                                              | NULL   | 0     |
|          3651 | WCS 2012 Asia Nationals China                                                     | NULL   | 0     |
|          3706 | WCS 2012 Asia Nationals South Korea Qualifiers                                    | NULL   | 0     |
|          3707 | IPL Season 4 Qualifiers Pacific                                                   | NULL   | 0     |
|          3713 | IPL Season 4 Qualifiers UK                                                        | NULL   | 0     |
|          3728 | IPL Season 4 Qualifiers Online 1                                                  | NULL   | 0     |
|          3804 | IPL Season 4 Qualifiers Online 2                                                  | NULL   | 0     |
|          3831 | HyperX 10-Year Anniversary Tournament Main Tournament                             | NULL   | 0     |
|          3832 | HyperX 10-Year Anniversary Tournament Qualifiers                                  | NULL   | 0     |
|          3838 | WCS 2012 Asia Nationals Southeast Asia                                            | NULL   | 0     |
|          3846 | WCS 2012 Asia Nationals Singapore                                                 | NULL   | 0     |
|          3861 | WCS 2012 Oceania Nationals New Zealand                                            | NULL   | 0     |
|          3872 | WCS 2012 Oceania Nationals Australia                                              | NULL   | 0     |
|          3886 | WCS 2012 North America Nationals Canada                                           | NULL   | 0     |
|          3912 | WCS 2012 South America Nationals Chile                                            | NULL   | 0     |
|          3924 | WCS 2012 Europe Nationals Belgium                                                 | NULL   | 0     |
|          3935 | WCS 2012 Europe Nationals Italy                                                   | NULL   | 0     |
|          3946 | WCS 2012 Europe Nationals Netherlands                                             | NULL   | 0     |
|          3958 | IPL Season 3 Qualifier 1                                                          | NULL   | 0     |
|          3959 | IPL Season 3 Qualifier 2                                                          | NULL   | 0     |
|          3960 | IPL Season 3 Qualifier 3                                                          | NULL   | 0     |
|          3961 | IPL Season 3 Qualifier 4                                                          | NULL   | 0     |
|          3993 | WCS 2012 Europe Nationals Poland                                                  | NULL   | 0     |
|          4004 | WCS 2012 Europe Nationals Russia                                                  | NULL   | 0     |
|          4018 | WCS 2012 Europe Nationals Sweden                                                  | NULL   | 0     |
|          4032 | WCS 2012 Europe Nationals Ukraine                                                 | NULL   | 0     |
|          4043 | WCS 2012 Europe Nationals France                                                  | NULL   | 0     |
|          4071 | WCS 2012 Europe Nationals Spain                                                   | NULL   | 0     |
|          4085 | WCS 2012 Europe Nationals United Kingdom                                          | NULL   | 0     |
|          4099 | WCS 2012 Europe Nationals Combined Europe                                         | NULL   | 0     |
|          4113 | WCS 2012 South America Nationals Colombia                                         | NULL   | 0     |
|          4127 | WCS 2012 South America Nationals Brazil                                           | NULL   | 0     |
|          4148 | OSL 2012 Season 1 Main Tournament                                                 | NULL   | 0     |
|          4149 | OSL 2012 Season 1 KeSPA Dual Tournament                                           | NULL   | 0     |
|          4150 | OSL 2012 Season 1 Non - KeSPA Dual Tournament                                     | NULL   | 0     |
|          4151 | OSL 2012 Season 1 Qualifiers                                                      | NULL   | 1     |
|          4282 | go4sc2 Cup Europe #261                                                            | NULL   | 0     |
|          4291 | ZOTAC Cup Europe #140                                                             | NULL   | 0     |
|          4296 | Asia Starcraft League                                                             | NULL   | 1     |
|          4313 | ESET Masters 2012 Winter                                                          | NULL   | 0     |
|          4319 | ESET Masters 2012 Summer                                                          | NULL   | 0     |
|          4379 | FXOpen Invitational Series 5                                                      | NULL   | 0     |
|          4397 | FXOpen Invitational Series 4 Main Tournament                                      | NULL   | 0     |
|          4401 | FXOpen Invitational Series 4 Qualifiers                                           | NULL   | 0     |
|          4463 | FXOpen Invitational Series 3                                                      | NULL   | 0     |
|          4483 | FXOpen Invitational Series 2                                                      | NULL   | 0     |
|          4503 | FXOpen Invitational Series 1                                                      | NULL   | 0     |
|          4523 | FXOpen Invitational Shatter The Sky                                               | NULL   | 0     |
|          4549 | SCAN Invitational #1                                                              | NULL   | 0     |
|          4550 | SCAN Invitational #2                                                              | NULL   | 0     |
|          4551 | SCAN Invitational #3                                                              | NULL   | 0     |
|          4552 | SCAN Invitational #4                                                              | NULL   | 0     |
|          4553 | SCAN Invitational #5                                                              | NULL   | 0     |
|          4554 | SCAN Invitational #6                                                              | NULL   | 0     |
|          4555 | SCAN Invitational December                                                        | NULL   | 0     |
|          4579 | EG MCS Series VIII                                                                | NULL   | 1     |
|          4667 | go4sc2 Cup Europe Finals 2012 November                                            | NULL   | 0     |
|          4672 | EG MCS Series VII                                                                 | NULL   | 1     |
|          4760 | EG MCS Series VI                                                                  | NULL   | 0     |
|          4809 | EG MCS Series V                                                                   | NULL   | 0     |
|          4878 | IPL Fight Club                                                                    | NULL   | 0     |
|          4881 | KSL Team League 2011                                                              | NULL   | 0     |
|          4891 | KSL Team League 2012 Opening Ceremonies                                           | NULL   | 0     |
|          4902 | KSL Team League 2012 January                                                      | NULL   | 0     |
|          4913 | KSL Team League 2012 Season 1                                                     | NULL   | 1     |
|          4967 | KSL 2011 #1                                                                       | NULL   | 0     |
|          4968 | KSL 2011 #2                                                                       | NULL   | 0     |
|          4969 | KSL 2011 #3                                                                       | NULL   | 0     |
|          4970 | KSL 2011 #4                                                                       | NULL   | 0     |
|          4971 | KSL 2011 #5                                                                       | NULL   | 0     |
|          4972 | KSL 2011 #6                                                                       | NULL   | 0     |
|          4973 | KSL 2011 #7                                                                       | NULL   | 0     |
|          4974 | KSL 2011 #8                                                                       | NULL   | 0     |
|          4975 | KSL 2011 #9                                                                       | NULL   | 0     |
|          4976 | KSL 2011 #10                                                                      | NULL   | 0     |
|          4977 | KSL 2011 #11                                                                      | NULL   | 0     |
|          4978 | KSL 2011 #12                                                                      | NULL   | 0     |
|          4979 | KSL 2011 #13                                                                      | NULL   | 0     |
|          4981 | KSL 2011 #14                                                                      | NULL   | 0     |
|          4982 | KSL 2011 #15                                                                      | NULL   | 0     |
|          4983 | KSL 2011 #16                                                                      | NULL   | 0     |
|          4984 | KSL 2011 #17                                                                      | NULL   | 0     |
|          4985 | KSL 2011 #18                                                                      | NULL   | 0     |
|          5040 | go4sc2 Cup Europe #262                                                            | NULL   | 0     |
|          5046 | KSL 2012 Grand Opening                                                            | NULL   | 0     |
|          5058 | Lone Star Clash 1                                                                 | NULL   | 0     |
|          5072 | Lone Star Clash 2                                                                 | NULL   | 0     |
|          5086 | Red Bull Battlegrounds                                                            | NULL   | 0     |
|          5099 | ONoG Invitational 1                                                               | NULL   | 0     |
|          5110 | ONoG Invitational 2                                                               | NULL   | 0     |
|          5126 | XMG Gaming Insight Cup                                                            | NULL   | 0     |
|          5132 | BenQ Clash                                                                        | NULL   | 0     |
|          5140 | Numericable M-House Cup Main Tournament                                           | NULL   | 0     |
|          5149 | Numericable M-House Cup Qualifiers Offline                                        | NULL   | 0     |
|          5153 | Numericable M-House Cup Qualifiers Online 1                                       | NULL   | 0     |
|          5154 | Numericable M-House Cup Qualifiers Online 2                                       | NULL   | 0     |
|          5164 | TaKeTV Reloaded Invitational                                                      | NULL   | 0     |
|          5186 | World e-Sports Masters 2012                                                       | NULL   | 0     |
|          5198 | GSS Pro Invitational #1                                                           | NULL   | 0     |
|          5199 | GSS Pro Invitational #2                                                           | NULL   | 0     |
|          5200 | GSS Pro Invitational #3                                                           | NULL   | 0     |
|          5201 | GSS Pro Invitational #4                                                           | NULL   | 0     |
|          5233 | Assembly 2012 ASUS ROG Winter                                                     | NULL   | 1     |
|          5235 | Assembly 2012 ASUS ROG The GD Invitational                                        | NULL   | 0     |
|          5277 | Assembly 2011 SteelSeries StarCraft II Challenge                                  | NULL   | 0     |
|          5278 | Assembly 2011 ASUS ROG Summer                                                     | NULL   | 1     |
|          5324 | Incr. Panic Team League Season 1                                                  | NULL   | 1     |
|          5348 | Showmatch BabyKnight vs. Snute - Bo69                                             | NULL   | 0     |
|          5350 | LDLC Trophy Summer                                                                | NULL   | 0     |
|          5355 | LDLC Trophy Winter Main Tournament                                                | NULL   | 0     |
|          5360 | LDLC Trophy Winter Qualifier                                                      | NULL   | 0     |
|          5379 | GosuCoaching PL Season 1                                                          | NULL   | 0     |
|          5380 | GosuCoaching PL Season 2                                                          | NULL   | 0     |
|          5463 | Playhem Showmatches                                                               | NULL   | 0     |
|          5465 | The GD Studio - The Arena 0                                                       | NULL   | 0     |
|          5466 | The GD Studio - The Arena 1                                                       | NULL   | 0     |
|          5467 | The GD Studio - The Arena 2                                                       | NULL   | 0     |
|          5473 | ESWC 2011                                                                         | NULL   | 0     |
|          5474 | ESWC 2012                                                                         | NULL   | 0     |
|          5506 | Showmatch Fureur                                                                  | NULL   | 0     |
|          5511 | ZOTAC Cup Team Invitational Season 2                                              | NULL   | 1     |
|          5531 | G-League 2011 Season 1                                                            | NULL   | 0     |
|          5532 | G-League 2011 Season 2                                                            | NULL   | 0     |
|          5533 | G-League 2011 Season 3                                                            | NULL   | 0     |
|          5563 | G-League 2012 Season 1                                                            | NULL   | 0     |
|          5570 | G-League 2012 Season 2                                                            | NULL   | 0     |
|          5587 | StarsWar Series 6                                                                 | NULL   | 0     |
|          5599 | StarsWar Series 7 Main Tournament                                                 | NULL   | 0     |
|          5603 | StarsWar Series 7 Korean Qualifier                                                | NULL   | 0     |
|          5604 | StarsWar Series 7 Chinese Qualifier                                               | NULL   | 0     |
|          5605 | StarsWar Series 7 Western Qualifier                                               | NULL   | 0     |
|          5633 | RaidCall Invitational #1                                                          | NULL   | 0     |
|          5639 | RaidCall Invitational #2                                                          | NULL   | 0     |
|          5645 | RaidCall Invitational #3                                                          | NULL   | 0     |
|          5667 | Yegalisk Master Cup #1                                                            | NULL   | 0     |
|          5671 | FXOpen Invitational Series 6                                                      | NULL   | 1     |
|          5694 | Incr. Panic Team League Season 2                                                  | NULL   | 1     |
|          5763 | Incr. Panic Team League Season 3                                                  | NULL   | 1     |
|          5791 | SEA Masters Cup                                                                   | NULL   | 1     |
|          5792 | SEA Masters Cup 1                                                                 | NULL   | 0     |
|          5793 | SEA Masters Cup 2                                                                 | NULL   | 0     |
|          5794 | SEA Masters Cup 3                                                                 | NULL   | 0     |
|          5795 | SEA Masters Cup 4                                                                 | NULL   | 0     |
|          5796 | SEA Masters Cup 5                                                                 | NULL   | 0     |
|          5797 | SEA Masters Cup 6                                                                 | NULL   | 0     |
|          5798 | SEA Masters Cup 7                                                                 | NULL   | 0     |
|          5799 | SEA Masters Cup 8                                                                 | NULL   | 0     |
|          5800 | SEA Masters Cup 9                                                                 | NULL   | 0     |
|          5801 | SEA Masters Cup 10                                                                | NULL   | 0     |
|          5856 | BlizzCon 2011 Main Tournament                                                     | NULL   | 0     |
|          5871 | BlizzCon 2011 Qualifiers North America                                            | NULL   | 0     |
|          5875 | BlizzCon 2011 Qualifiers Europe                                                   | NULL   | 0     |
|          5876 | BlizzCon 2011 Qualifiers Taiwan                                                   | NULL   | 0     |
|          5877 | BlizzCon 2011 Qualifiers Southeast Asia                                           | NULL   | 0     |
|          5878 | BlizzCon 2011 Qualifiers Latin America                                            | NULL   | 0     |
|          5879 | BlizzCon 2011 Qualifiers China                                                    | NULL   | 0     |
|          5941 | GIGABYTE NVIDIA Invitational #1                                                   | NULL   | 0     |
|          5942 | GIGABYTE NVIDIA Invitational #2                                                   | NULL   | 0     |
|          5943 | GIGABYTE NVIDIA Invitational #3                                                   | NULL   | 0     |
|          5944 | GIGABYTE NVIDIA Invitational #4                                                   | NULL   | 0     |
|          5945 | GIGABYTE NVIDIA Invitational #5                                                   | NULL   | 0     |
|          5946 | GIGABYTE NVIDIA Invitational #6                                                   | NULL   | 0     |
|          5971 | Team Showmatch RaidCall Battle Royale - EG vs. Fnatic                             | NULL   | 0     |
|          5973 | SHOUTcraft Invitational 1                                                         | NULL   | 0     |
|          5974 | SHOUTcraft Invitational 2                                                         | NULL   | 0     |
|          5975 | SHOUTcraft Invitational 3                                                         | NULL   | 0     |
|          5976 | SHOUTcraft Invitational 4                                                         | NULL   | 0     |
|          5977 | SHOUTcraft Invitational House of the Swarm                                        | NULL   | 0     |
|          5999 | ZOTAC Cup North America #86                                                       | NULL   | 0     |
|          6021 | Incr. Panic Team League Season 4                                                  | NULL   | 0     |
|          6075 | eGG-one Starleague Winter 2010                                                    | NULL   | 0     |
|          6076 | eGG-one Starleague Summer 2011                                                    | NULL   | 0     |
|          6120 | ZOTAC Cup Europe #141                                                             | NULL   | 0     |
|          6124 | go4sc2 Cup Europe #263                                                            | NULL   | 0     |
|          6152 | IPL TAC 1                                                                         | NULL   | 1     |
|          6180 | IPL TAC 2                                                                         | NULL   | 1     |
|          6235 | WCG 2011 Main Tournament                                                          | NULL   | 0     |
|          6251 | Showmatch Snute vs. Monchi                                                        | NULL   | 0     |
|          6252 | GSL 2011 Season 1 Tiebreaker                                                      | NULL   | 0     |
|          6257 | GSTL 2010 Brainbox Team Invitational                                              | NULL   | 0     |
|          6270 | IEM Season V Global Challenge Cologne Showmatch                                   | NULL   | 0     |
|          6271 | Team Showmatch Clarity Gaming vs. Western Wolves                                  | NULL   | 0     |
|          6272 | IPL TAC 3                                                                         | NULL   | 1     |
|          6288 | Showmatch Club3D                                                                  | NULL   | 0     |
|          6301 | Showmatch Grubby Series                                                           | NULL   | 0     |
|          6337 | IPL Season 2 Qualifier 1                                                          | NULL   | 0     |
|          6338 | IPL Season 2 Qualifier 2                                                          | NULL   | 0     |
|          6392 | IPL Team Arena                                                                    | NULL   | 1     |
|          6429 | ESV TV Korean Weekly Season 1 Finals #1                                           | NULL   | 0     |
|          6431 | ESV TV Korean Weekly Season 1 Finals #3                                           | NULL   | 0     |
|          6432 | ESV TV Korean Weekly Season 2 Grand Prix #1                                       | NULL   | 0     |
|          6433 | ESV TV Korean Weekly Season 3 Grand Prix #2                                       | NULL   | 0     |
|          6486 | IPL Season 1                                                                      | NULL   | 0     |
|          6501 | Justin.tv Invitational 1                                                          | NULL   | 0     |
|          6508 | Justin.tv Invitational 2                                                          | NULL   | 0     |
|          6534 | go4sc2 Cup Europe #24                                                             | NULL   | 0     |
|          6539 | National ESL StarCraft 2 Kick-Off Cup                                             | NULL   | 0     |
|          6543 | CraftCup EU #1                                                                    | NULL   | 0     |
|          6547 | go4sc2 Cup Europe #25                                                             | NULL   | 0     |
|          6553 | Inferno Online League Cup 1                                                       | NULL   | 0     |
|          6562 | go4sc2 Cup Europe #26                                                             | NULL   | 0     |
|          6568 | Viking Cup #6                                                                     | NULL   | 0     |
|          6573 | ESV TV Korean Weekly Season 3 #1                                                  | NULL   | 0     |
|          6574 | ESV TV Korean Weekly Season 3 #2                                                  | NULL   | 0     |
|          6575 | ESV TV Korean Weekly Season 3 #3                                                  | NULL   | 0     |
|          6576 | ESV TV Korean Weekly Season 3 #4                                                  | NULL   | 0     |
|          6577 | CraftCup EU #2                                                                    | NULL   | 0     |
|          6578 | ESV TV Korean Weekly Season 3 #5                                                  | NULL   | 0     |
|          6579 | ESV TV Korean Weekly Season 3 #6                                                  | NULL   | 0     |
|          6580 | ESV TV Korean Weekly Season 3 #7                                                  | NULL   | 0     |
|          6581 | ESV TV Korean Weekly Season 3 #8                                                  | NULL   | 0     |
|          6589 | go4sc2 Cup Europe #27                                                             | NULL   | 0     |
|          6632 | ESV TV Korean Weekly Season 2 #1                                                  | NULL   | 0     |
|          6633 | ESV TV Korean Weekly Season 2 #2                                                  | NULL   | 0     |
|          6634 | ESV TV Korean Weekly Season 2 #3                                                  | NULL   | 0     |
|          6635 | ESV TV Korean Weekly Season 2 #4                                                  | NULL   | 0     |
|          6656 | ESV TV Korean Weekly Season 1 #1                                                  | NULL   | 0     |
|          6658 | ESV TV Korean Weekly Season 1 #2                                                  | NULL   | 0     |
|          6659 | ESV TV Korean Weekly Season 1 #3                                                  | NULL   | 0     |
|          6660 | ESV TV Korean Weekly Season 1 #4                                                  | NULL   | 0     |
|          6661 | ESV TV Korean Weekly Season 1 #5                                                  | NULL   | 0     |
|          6662 | ESV TV Korean Weekly Season 1 #6                                                  | NULL   | 0     |
|          6663 | ESV TV Korean Weekly Season 1 #7                                                  | NULL   | 0     |
|          6664 | ESV TV Korean Weekly Season 1 #8                                                  | NULL   | 0     |
|          6665 | ESV TV Korean Weekly Season 1 #9                                                  | NULL   | 0     |
|          6666 | ESV TV Korean Weekly Season 1 #10                                                 | NULL   | 0     |
|          6667 | ESV TV Korean Weekly Season 1 #11                                                 | NULL   | 0     |
|          6668 | ESV TV Korean Weekly Season 1 #12                                                 | NULL   | 0     |
|          6669 | ESV TV Korean Weekly Season 1 #13                                                 | NULL   | 0     |
|          6670 | ESV TV Korean Weekly Season 1 #14                                                 | NULL   | 0     |
|          6671 | ESV TV Korean Weekly Season 1 #15                                                 | NULL   | 0     |
|          6672 | ESV TV Korean Weekly Season 1 #16                                                 | NULL   | 0     |
|          6758 | Heat - Charity Tournament                                                         | NULL   | 0     |
|          6764 | TwitchTV European Invitational                                                    | NULL   | 0     |
|          6771 | Battle in Berlin Main Tournament                                                  | NULL   | 0     |
|          6777 | Battle in Berlin Qualifiers #1                                                    | NULL   | 0     |
|          6778 | Battle in Berlin Qualifiers #2                                                    | NULL   | 0     |
|          6789 | Showmatch A Friendly Battle to the Death                                          | NULL   | 0     |
|          6793 | FXOpen KOTH Korea #1                                                              | NULL   | 0     |
|          6794 | FXOpen KOTH Korea #2                                                              | NULL   | 0     |
|          6795 | FXOpen KOTH Korea #3                                                              | NULL   | 0     |
|          6796 | FXOpen KOTH Korea #4                                                              | NULL   | 0     |
|          6797 | FXOpen KOTH Korea #5                                                              | NULL   | 0     |
|          6798 | FXOpen KOTH Korea #6                                                              | NULL   | 0     |
|          6799 | FXOpen KOTH Korea #7                                                              | NULL   | 0     |
|          6800 | FXOpen KOTH Korea #8                                                              | NULL   | 0     |
|          6801 | FXOpen KOTH Korea #9                                                              | NULL   | 0     |
|          6802 | FXOpen KOTH Korea #10                                                             | NULL   | 0     |
|          6803 | FXOpen KOTH Korea #11                                                             | NULL   | 0     |
|          6804 | FXOpen KOTH Korea #12                                                             | NULL   | 0     |
|          6805 | FXOpen KOTH Korea #13                                                             | NULL   | 0     |
|          6806 | FXOpen KOTH Korea #14                                                             | NULL   | 0     |
|          6807 | FXOpen KOTH Korea #15                                                             | NULL   | 0     |
|          6811 | FXOpen KOTH International #4                                                      | NULL   | 0     |
|          6812 | FXOpen KOTH International #5                                                      | NULL   | 0     |
|          6813 | FXOpen KOTH International #6                                                      | NULL   | 0     |
|          6814 | FXOpen KOTH International #7                                                      | NULL   | 0     |
|          6815 | FXOpen KOTH International #8                                                      | NULL   | 0     |
|          6816 | FXOpen KOTH International #9                                                      | NULL   | 0     |
|          6817 | FXOpen KOTH International #10                                                     | NULL   | 0     |
|          6818 | FXOpen KOTH International #11                                                     | NULL   | 0     |
|          6819 | FXOpen KOTH International #12                                                     | NULL   | 0     |
|          6820 | FXOpen KOTH International #1 America                                              | NULL   | 0     |
|          6821 | FXOpen KOTH International #1 Europe                                               | NULL   | 0     |
|          6822 | FXOpen KOTH International #2 America                                              | NULL   | 0     |
|          6823 | FXOpen KOTH International #2 Europe                                               | NULL   | 0     |
|          6824 | FXOpen KOTH International #3 America                                              | NULL   | 0     |
|          6825 | FXOpen KOTH International #3 International                                        | NULL   | 0     |
|          6826 | GSL 2013 Season 1 Preliminaries                                                   | NULL   | 0     |
|          6890 | ZOTAC Cup Europe #17                                                              | NULL   | 0     |
|          6895 | ITL Grand Prix #1                                                                 | NULL   | 0     |
|          6900 | Open Wolf Cup #4                                                                  | NULL   | 0     |
|          6903 | SC2Casts.com Invitational                                                         | NULL   | 0     |
|          6913 | go4sc2 Cup Europe #28                                                             | NULL   | 0     |
|          6918 | Viking Cup #7                                                                     | NULL   | 0     |
|          6923 | CraftCup EU #3                                                                    | NULL   | 0     |
|          6927 | Gainward StarCraft 2 Tournament                                                   | NULL   | 0     |
|          6935 | Fischers Open #1                                                                  | NULL   | 0     |
|          6939 | ZOTAC Cup Europe #18                                                              | NULL   | 0     |
|          6943 | YGosu Invitational                                                                | NULL   | 0     |
|          6953 | go4sc2 Cup Europe #29                                                             | NULL   | 0     |
|          7024 | go4sc2 Cup Europe #30                                                             | NULL   | 0     |
|          7025 | go4sc2 Cup Europe #31                                                             | NULL   | 0     |
|          7026 | go4sc2 Cup Europe #32                                                             | NULL   | 0     |
|          7027 | go4sc2 Cup Europe #33                                                             | NULL   | 0     |
|          7028 | go4sc2 Cup Europe #34                                                             | NULL   | 0     |
|          7029 | go4sc2 Cup Europe #35                                                             | NULL   | 0     |
|          7030 | go4sc2 Cup Europe #36                                                             | NULL   | 0     |
|          7031 | go4sc2 Cup Europe #37                                                             | NULL   | 0     |
|          7032 | go4sc2 Cup Europe #38                                                             | NULL   | 0     |
|          7033 | go4sc2 Cup Europe #39                                                             | NULL   | 0     |
|          7034 | go4sc2 Cup Europe #40                                                             | NULL   | 0     |
|          7046 | go4sc2 Cup Europe #41                                                             | NULL   | 0     |
|          7047 | go4sc2 Cup Europe #42                                                             | NULL   | 0     |
|          7048 | go4sc2 Cup Europe #43                                                             | NULL   | 0     |
|          7049 | go4sc2 Cup Europe #44                                                             | NULL   | 0     |
|          7050 | go4sc2 Cup Europe #45                                                             | NULL   | 0     |
|          7051 | go4sc2 Cup Europe #46                                                             | NULL   | 0     |
|          7052 | go4sc2 Cup Europe #47                                                             | NULL   | 0     |
|          7053 | go4sc2 Cup Europe #48                                                             | NULL   | 0     |
|          7054 | go4sc2 Cup Europe #49                                                             | NULL   | 0     |
|          7055 | go4sc2 Cup Europe #50                                                             | NULL   | 0     |
|          7056 | go4sc2 Cup Europe #51                                                             | NULL   | 0     |
|          7057 | go4sc2 Cup Europe #52                                                             | NULL   | 0     |
|          7058 | go4sc2 Cup Europe #53                                                             | NULL   | 0     |
|          7059 | go4sc2 Cup Europe #54                                                             | NULL   | 0     |
|          7060 | go4sc2 Cup Europe #55                                                             | NULL   | 0     |
|          7062 | go4sc2 Cup Europe #57                                                             | NULL   | 0     |
|          7064 | go4sc2 Cup Europe #59                                                             | NULL   | 0     |
|          7065 | go4sc2 Cup Europe #60                                                             | NULL   | 0     |
|          7066 | go4sc2 Cup Europe #61                                                             | NULL   | 0     |
|          7067 | go4sc2 Cup Europe #62                                                             | NULL   | 0     |
|          7068 | go4sc2 Cup Europe #63                                                             | NULL   | 0     |
|          7069 | go4sc2 Cup Europe #64                                                             | NULL   | 0     |
|          7070 | go4sc2 Cup Europe #65                                                             | NULL   | 0     |
|          7071 | go4sc2 Cup Europe #66                                                             | NULL   | 0     |
|          7072 | go4sc2 Cup Europe #67                                                             | NULL   | 0     |
|          7073 | go4sc2 Cup Europe #68                                                             | NULL   | 0     |
|          7074 | go4sc2 Cup Europe #69                                                             | NULL   | 0     |
|          7075 | go4sc2 Cup Europe #70                                                             | NULL   | 0     |
|          7076 | go4sc2 Cup Europe #71                                                             | NULL   | 0     |
|          7077 | go4sc2 Cup Europe #72                                                             | NULL   | 0     |
|          7078 | go4sc2 Cup Europe #73                                                             | NULL   | 0     |
|          7079 | go4sc2 Cup Europe #74                                                             | NULL   | 0     |
|          7080 | go4sc2 Cup Europe #75                                                             | NULL   | 0     |
|          7081 | go4sc2 Cup Europe #76                                                             | NULL   | 0     |
|          7082 | go4sc2 Cup Europe #77                                                             | NULL   | 0     |
|          7083 | go4sc2 Cup Europe #78                                                             | NULL   | 0     |
|          7084 | go4sc2 Cup Europe #79                                                             | NULL   | 0     |
|          7085 | go4sc2 Cup Europe #80                                                             | NULL   | 0     |
|          7086 | go4sc2 Cup Europe #81                                                             | NULL   | 0     |
|          7087 | go4sc2 Cup Europe #82                                                             | NULL   | 0     |
|          7088 | go4sc2 Cup Europe #83                                                             | NULL   | 0     |
|          7089 | go4sc2 Cup Europe #84                                                             | NULL   | 0     |
|          7090 | go4sc2 Cup Europe #85                                                             | NULL   | 0     |
|          7091 | go4sc2 Cup Europe #86                                                             | NULL   | 0     |
|          7092 | go4sc2 Cup Europe #87                                                             | NULL   | 0     |
|          7093 | go4sc2 Cup Europe #88                                                             | NULL   | 0     |
|          7094 | go4sc2 Cup Europe #89                                                             | NULL   | 0     |
|          7095 | go4sc2 Cup Europe #90                                                             | NULL   | 0     |
|          7096 | go4sc2 Cup Europe #91                                                             | NULL   | 0     |
|          7097 | go4sc2 Cup Europe #92                                                             | NULL   | 0     |
|          7098 | go4sc2 Cup Europe #93                                                             | NULL   | 0     |
|          7099 | go4sc2 Cup Europe #94                                                             | NULL   | 0     |
|          7100 | go4sc2 Cup Europe #95                                                             | NULL   | 0     |
|          7101 | go4sc2 Cup Europe #96                                                             | NULL   | 0     |
|          7102 | go4sc2 Cup Europe #97                                                             | NULL   | 0     |
|          7103 | go4sc2 Cup Europe #98                                                             | NULL   | 0     |
|          7104 | go4sc2 Cup Europe #99                                                             | NULL   | 0     |
|          7105 | go4sc2 Cup Europe #100                                                            | NULL   | 0     |
|          7106 | go4sc2 Cup Europe #101                                                            | NULL   | 0     |
|          7107 | go4sc2 Cup Europe #102                                                            | NULL   | 0     |
|          7108 | go4sc2 Cup Europe #103                                                            | NULL   | 0     |
|          7109 | go4sc2 Cup Europe #104                                                            | NULL   | 0     |
|          7110 | go4sc2 Cup Europe #105                                                            | NULL   | 0     |
|          7111 | go4sc2 Cup Europe #106                                                            | NULL   | 0     |
|          7112 | go4sc2 Cup Europe #107                                                            | NULL   | 0     |
|          7113 | go4sc2 Cup Europe #108                                                            | NULL   | 0     |
|          7114 | go4sc2 Cup Europe #109                                                            | NULL   | 0     |
